"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","recombinant_50_CI","X24D_50_CI","X24G_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","X24D_95_CI","X24G_95_CI","other_95_CI"
"31",NA,NA,"AK",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.686782227061931,1.04287269957714,"AK",2024-06-13,0,1,1,1,1,1,1,0,1,1,1,0,1,1
"34",NA,NA,"AK",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",0.694596633775812,0.91829741815983,"AK",2024-06-20,1,1,1,1,1,0,1,1,0,1,1,1,0,1
"41",NA,NA,"AK",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.603251985894873,0.69841987580832,"AR",2024-06-10,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"115",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.163903476802051,0.211634670813813,"AZ",2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"128",1.30551147867557,0.855847904771579,"AZ",2024-05-13,1,1,1,1,0,0,1,0,1,1,1,0,0,1
"129",0.479724992872099,0.50698123868937,"AZ",2024-05-14,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"130",0.469157807409318,0.50862592035242,"AZ",2024-05-15,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"131",0.635990449905756,0.971921446184089,"AZ",2024-05-16,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"132",0.715812170613227,0.987873680847778,"AZ",2024-05-17,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"133",0.236834470197339,0.319847816184105,"AZ",2024-05-18,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"134",0.261955640677198,0.340873769559161,"AZ",2024-05-19,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"135",0.554607366701636,0.85229320229822,"AZ",2024-05-20,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"136",0.762665150583412,0.385331865653247,"AZ",2024-05-21,0,1,1,1,1,1,1,0,1,0,1,0,1,1
"137",0.378644960722547,0.601490252282904,"AZ",2024-05-22,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"138",NA,NA,"AZ",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",0.346715003179038,0.457511790699857,"AZ",2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"140",NA,NA,"AZ",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",0.882394555109731,0.687156443071043,"AZ",2024-05-26,1,1,1,1,1,1,1,0,0,0,1,0,0,1
"142",1.90789581285329,0.901563879956281,"AZ",2024-05-27,1,1,0,1,0,1,1,1,1,1,1,0,0,1
"143",1.12587220815077,0.597455665534104,"AZ",2024-05-28,1,1,1,1,1,1,1,0,1,0,1,0,1,1
"144",0.928058044922635,0.835560101669217,"AZ",2024-05-29,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"145",0.633685592907406,0.843071634874313,"AZ",2024-05-30,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"146",NA,NA,"AZ",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",0.734830392293176,0.755220955458401,"AZ",2024-06-01,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"148",1.29091837125273,0.51752183308909,"AZ",2024-06-02,1,1,0,1,1,1,1,1,0,0,1,1,1,1
"149",1.25014829102698,0.675930374832379,"AZ",2024-06-03,1,0,1,1,1,1,1,0,0,0,1,0,0,1
"150",1.13156149371013,0.72458677425161,"AZ",2024-06-04,1,1,1,1,0,1,1,1,0,0,1,0,0,1
"151",1.76790118234278,0.758280406338376,"AZ",2024-06-05,1,0,0,1,1,1,1,0,0,1,1,0,0,1
"152",3.31777018828275,0.743812052687409,"AZ",2024-06-06,0,1,0,1,1,1,1,0,1,0,1,0,0,1
"153",0.651263468754308,0.421514063792892,"AZ",2024-06-07,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"154",2.76536902418038,0.861953134021395,"AZ",2024-06-08,0,1,0,0,1,1,1,0,1,0,0,1,0,1
"155",1.29755974399426,0.763025570118534,"AZ",2024-06-09,1,1,1,1,1,1,0,1,0,0,1,0,1,0
"156",6.00662804827569,0.749002039105108,"AZ",2024-06-10,0,0,0,1,1,1,1,0,0,0,1,0,0,1
"157",6.96294929288055,0.847696732062683,"AZ",2024-06-11,0,1,0,1,1,0,1,0,0,0,1,0,0,1
"158",9.62850322808644,0.834777715977241,"AZ",2024-06-12,0,1,0,1,1,1,0,0,0,0,1,0,0,0
"159",2.84364760802911,0.821297119524726,"AZ",2024-06-13,0,0,0,1,1,0,1,0,0,0,1,1,0,1
"160",0.993178016229819,0.458275343030223,"AZ",2024-06-14,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"161",0.768937682914201,1.04431139636718,"AZ",2024-06-15,0,1,1,1,1,1,1,0,1,1,1,0,1,1
"162",4.54604681866307,0.866260444937872,"AZ",2024-06-16,0,1,0,1,1,1,1,0,0,0,1,0,0,1
"163",4.52253100548912,0.712739579722578,"AZ",2024-06-17,0,1,0,1,1,1,0,0,0,0,1,0,0,0
"164",6.81453244113102,0.787904753014969,"AZ",2024-06-18,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"165",4.11954794607943,0.782939643540879,"AZ",2024-06-19,0,1,0,1,1,1,1,0,0,1,1,1,0,1
"166",2.57718189364923,0.907320503074682,"AZ",2024-06-20,0,0,0,1,1,1,1,0,0,1,1,0,0,1
"167",1.91484492921067,0.746476790188722,"AZ",2024-06-21,0,1,1,1,1,1,1,0,1,0,1,0,0,1
"168",0.673784075698109,0.714197052479676,"AZ",2024-06-22,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"169",3.9937153788873,0.731296960277295,"CA",2024-05-12,0,1,0,1,1,1,1,0,0,0,1,1,1,1
"170",2.8719454716393,0.81448745103341,"CA",2024-05-13,1,0,1,0,1,0,1,0,0,0,0,0,0,1
"171",8.35754463817441,0.783103123474132,"CA",2024-05-14,1,0,0,1,1,0,1,1,0,0,0,1,0,1
"172",1.74821958863481,0.670931636718598,"CA",2024-05-15,1,1,1,0,1,1,1,0,1,0,0,1,1,1
"173",4.34815175858432,0.61490376678608,"CA",2024-05-16,0,0,1,1,1,1,1,0,0,0,1,0,1,1
"174",4.82678276284823,0.636331632053817,"CA",2024-05-17,0,0,0,1,1,0,1,0,1,0,0,1,0,1
"175",4.30330165070681,0.595214395377793,"CA",2024-05-18,0,0,1,1,1,1,1,0,0,0,1,0,1,1
"176",5.17537806746293,0.807002833295881,"CA",2024-05-19,1,0,1,1,1,0,1,0,0,1,1,1,0,1
"177",6.82337023750517,0.592228471742634,"CA",2024-05-20,0,1,0,1,0,1,1,0,0,0,0,0,0,1
"178",9.8733236707021,0.699707066001791,"CA",2024-05-21,0,0,1,0,0,1,1,0,0,0,0,0,1,1
"179",10.8164250629588,0.710285824906955,"CA",2024-05-22,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"180",3.83667942772708,0.647471227778823,"CA",2024-05-23,0,1,1,1,0,1,1,0,0,0,1,0,0,1
"181",6.56799249379828,0.783764654169023,"CA",2024-05-24,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"182",2.65740494880719,0.680467193952009,"CA",2024-05-25,0,1,1,1,1,1,0,0,0,0,0,0,1,0
"183",10.0734253407671,0.870678065310116,"CA",2024-05-26,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"184",6.72298532044413,0.75313893440637,"CA",2024-05-27,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"185",6.62501599859156,0.735305047327132,"CA",2024-05-28,0,0,1,0,1,1,1,0,0,0,0,1,0,1
"186",4.25416260897997,0.724098477792455,"CA",2024-05-29,0,1,1,1,0,0,1,0,0,0,1,0,0,1
"187",5.44356527721064,0.786205329012696,"CA",2024-05-30,1,1,1,0,0,0,0,0,0,0,1,0,0,0
"188",22.3125648250561,0.849449921318051,"CA",2024-05-31,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"189",1.92362643797517,0.714937269467321,"CA",2024-06-01,1,1,1,1,1,0,1,1,0,0,1,0,0,1
"190",4.9351916115885,0.800643455704032,"CA",2024-06-02,1,1,1,1,1,0,0,0,1,0,1,0,0,0
"191",10.1386209080422,0.824318291100714,"CA",2024-06-03,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"192",11.4141633068017,0.825583095777067,"CA",2024-06-04,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"193",22.6890833943805,0.854759505816473,"CA",2024-06-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"194",20.9406434375261,0.804881379770846,"CA",2024-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",6.88094016071924,0.704652080093796,"CA",2024-06-07,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"196",8.52538772411412,0.911078464184996,"CA",2024-06-08,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"197",11.0807558040333,0.868766679825224,"CA",2024-06-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"198",12.5392087101182,0.808541420426719,"CA",2024-06-10,0,0,1,1,1,0,1,0,0,0,0,0,0,1
"199",19.3839281084663,0.888455688203254,"CA",2024-06-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"200",19.1156416672793,0.932357529872076,"CA",2024-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",15.1394225729178,0.896894867518049,"CA",2024-06-13,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"202",12.1971657351831,0.998989092462037,"CA",2024-06-14,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"203",5.38887053112686,0.893180730823426,"CA",2024-06-15,0,0,0,1,1,0,0,0,0,0,1,1,0,0
"204",7.65851869929476,0.838553307032795,"CA",2024-06-16,0,0,1,1,0,1,0,0,0,0,1,0,1,0
"205",10.7331181858304,0.919515791231707,"CA",2024-06-17,0,0,0,1,1,0,0,0,0,0,1,1,0,0
"206",13.884523231901,0.818735192231701,"CA",2024-06-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"207",26.5043078854387,0.956744033321422,"CA",2024-06-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"208",12.9089402169777,0.861276738767147,"CA",2024-06-20,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"209",15.2849974889787,0.881354015989466,"CA",2024-06-21,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"210",3.95071640039038,0.756644215923626,"CA",2024-06-22,0,0,1,1,0,0,1,0,0,0,1,0,1,1
"211",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.349822016228652,0.543599850096444,"CO",2024-05-13,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"213",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",0.384104377326403,0.592543400415467,"CO",2024-05-15,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"215",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.830389278589498,1.15540638611186,"CO",2024-05-20,1,1,1,1,1,0,1,1,0,1,1,1,0,1
"220",NA,NA,"CO",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",0.648362774687651,0.790903871567149,"CO",2024-05-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"222",NA,NA,"CO",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",0.532098446691122,0.806525835279837,"CO",2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"224",NA,NA,"CO",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,"CO",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
