"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","recombinant_50_CI","X24D_50_CI","X24G_50_CI","X24E_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","X24D_95_CI","X24G_95_CI","X24E_95_CI","other_95_CI"
"34",NA,NA,"AK",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",0.688414469980973,1.07088611362216,"AK",2024-07-02,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"39",NA,NA,"AK",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",0.683508520581969,0.906015197448479,"AL",2024-06-30,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"79",NA,NA,"AL",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.563483650001289,0.797900163490666,"AR",2024-06-10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"101",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.739181176685527,0.692761692397928,"AZ",2024-05-26,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"128",1.84879797926753,0.910814936780214,"AZ",2024-05-27,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1
"129",1.23916228973806,0.586476688636274,"AZ",2024-05-28,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"130",0.908734971557123,0.839078460529712,"AZ",2024-05-29,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
"131",0.595315150532947,0.866595259178123,"AZ",2024-05-30,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"132",NA,NA,"AZ",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",0.615323446455772,0.764915837186195,"AZ",2024-06-01,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"134",1.53950932940929,0.501177008980618,"AZ",2024-06-02,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"135",1.22471182058243,0.677724257982468,"AZ",2024-06-03,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"136",1.02509583724959,0.721862753194427,"AZ",2024-06-04,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
"137",1.42877580457334,0.762789090238377,"AZ",2024-06-05,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1
"138",2.71999401460553,0.73911251679618,"AZ",2024-06-06,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
"139",0.828696732326008,0.412709384715601,"AZ",2024-06-07,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"140",2.50987954941824,0.853249366608729,"AZ",2024-06-08,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1
"141",1.23094086608268,0.760860662678075,"AZ",2024-06-09,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1
"142",5.27716210295454,0.745202744656937,"AZ",2024-06-10,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1
"143",5.74888014864622,0.850219145301239,"AZ",2024-06-11,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1
"144",7.91980054391236,0.824574836387106,"AZ",2024-06-12,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
"145",2.70526547319517,0.821667503825638,"AZ",2024-06-13,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1
"146",1.24470694395794,0.464624660994043,"AZ",2024-06-14,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
"147",0.689529195394295,1.00551480158979,"AZ",2024-06-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"148",3.8329647484617,0.851254197193126,"AZ",2024-06-16,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
"149",3.31009099269124,0.710942715183612,"AZ",2024-06-17,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1
"150",4.99904525260848,0.772822962657687,"AZ",2024-06-18,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
"151",3.37725320485719,0.775248149438408,"AZ",2024-06-19,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
"152",2.10259225656109,0.881311884804565,"AZ",2024-06-20,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"153",1.64927231559693,0.758132638293463,"AZ",2024-06-21,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"154",0.62601567678712,0.743614094422063,"AZ",2024-06-22,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"155",0.798407317477045,0.662633519246194,"AZ",2024-06-23,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"156",1.9821699019715,0.81889586204531,"AZ",2024-06-24,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"157",4.47860522649002,0.781972815691627,"AZ",2024-06-25,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
"158",3.66928475175019,1.07908248136398,"AZ",2024-06-26,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
"159",NA,NA,"AZ",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",0.692804700376419,0.853903990078234,"AZ",2024-06-28,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"161",1.68698847495259,1.20664226448945,"AZ",2024-06-29,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"162",6.82944571027592,1.05865921256121,"AZ",2024-06-30,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
"163",13.9524343525242,0.966168634196999,"AZ",2024-07-01,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
"164",4.60662994735134,0.965361114153768,"AZ",2024-07-02,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
"165",NA,NA,"AZ",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",0.621494105387033,0.660913107621528,"AZ",2024-07-04,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"167",0.889835964186716,0.791586012204981,"AZ",2024-07-05,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"168",1.63715503676091,0.625880199457809,"AZ",2024-07-06,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
"169",8.46968259521626,0.848044033108652,"CA",2024-05-26,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"170",4.10693696230786,0.718630510365058,"CA",2024-05-27,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1
"171",3.71548061493986,0.711705688890193,"CA",2024-05-28,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
"172",2.64199567990967,0.701804212595991,"CA",2024-05-29,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1
"173",5.03730376354918,0.788434903667681,"CA",2024-05-30,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
"174",17.6338288824122,0.803004353958594,"CA",2024-05-31,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
"175",2.57411637875537,0.73306387251612,"CA",2024-06-01,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
"176",3.77741997000192,0.79262300235493,"CA",2024-06-02,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
"177",7.17640618650522,0.798358815733374,"CA",2024-06-03,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1
"178",8.41341574428726,0.80813711415226,"CA",2024-06-04,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1
"179",18.2618902416482,0.820846363816562,"CA",2024-06-05,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
"180",14.825003108758,0.766322480293607,"CA",2024-06-06,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
"181",5.19681982284897,0.678015398026353,"CA",2024-06-07,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
"182",6.03440154367556,0.86436728170305,"CA",2024-06-08,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
"183",8.29247238548036,0.832342083317136,"CA",2024-06-09,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
"184",10.2045528960034,0.779129901386566,"CA",2024-06-10,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
"185",15.3166038927693,0.846083504006076,"CA",2024-06-11,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
"186",14.2743595134191,0.863193374499119,"CA",2024-06-12,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
"187",13.0760425335467,0.856770891902282,"CA",2024-06-13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"188",8.8828024184898,0.921831942983446,"CA",2024-06-14,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1
"189",4.46951831349573,0.85802159770565,"CA",2024-06-15,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
"190",6.86839700408883,0.810782379961816,"CA",2024-06-16,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
"191",9.66797765238921,0.88520471443149,"CA",2024-06-17,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1
"192",14.0938097367848,0.823709736149947,"CA",2024-06-18,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
"193",20.002998424671,0.876845212509725,"CA",2024-06-19,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1
"194",12.3034416093815,0.850339064330446,"CA",2024-06-20,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
"195",15.7958878153181,0.915033545183524,"CA",2024-06-21,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1
"196",6.1419186527188,0.92373981295164,"CA",2024-06-22,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1
"197",8.8053470049035,0.936208508120239,"CA",2024-06-23,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1
"198",11.5556389649085,0.988749311890731,"CA",2024-06-24,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1
"199",20.9462795281717,1.06888370522851,"CA",2024-06-25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"200",51.2613483805633,1.12760437368923,"CA",2024-06-26,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
"201",56.1924756318784,1.22180669565879,"CA",2024-06-27,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
"202",49.9003063769209,1.23820709467211,"CA",2024-06-28,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"203",35.4014928889069,1.3427477899848,"CA",2024-06-29,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"204",32.7853962969856,1.37530172180636,"CA",2024-06-30,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1
"205",55.748176725794,1.46370594767339,"CA",2024-07-01,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
"206",35.533273326815,1.42483294753344,"CA",2024-07-02,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"207",36.9277613616097,1.44984638188162,"CA",2024-07-03,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
"208",13.132313800463,1.52726550734815,"CA",2024-07-04,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1
