"","es_score","brier_score","location","target_date","X22E_50_CI","X22F_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","other_50_CI","X23A_50_CI","X22E_95_CI","X22F_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","other_95_CI","X23A_95_CI"
"15",NA,NA,"AK",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,"AK",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,"AK",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,"AK",2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,NA,"AK",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,"AK",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,"AK",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1.13000669578029,0.702915552307821,"AK",2023-06-06,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"25",NA,NA,"AK",2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",0.462586597378016,0.665227889506968,"AK",2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"27",NA,NA,"AK",2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.903136325236366,1.27778762532645,"AK",2023-06-19,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"38",NA,NA,"AK",2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",0.908495826923278,1.28001947345938,"AK",2023-06-21,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"40",NA,NA,"AK",2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",0.522663490230299,0.650228344775387,"AL",2023-05-19,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"49",NA,NA,"AL",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",0.177994219897539,0.265794470419916,"AL",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53",NA,NA,"AL",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.716536924242881,0.386442776548186,"AL",2023-05-31,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
"61",NA,NA,"AL",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",0.472446720599186,0.683883733253053,"AL",2023-06-07,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"68",0.373770789534356,0.532166726936755,"AL",2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"69",NA,NA,"AL",2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.578637980557373,0.791364966077309,"AL",2023-06-21,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
"82",NA,NA,"AL",2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",0.901551072040135,0.265794470419916,"AR",2023-05-23,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
"95",NA,NA,"AR",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.207888488425548,0.307647689049385,"AR",2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"98",NA,NA,"AR",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.615792849789667,0.866299141174647,"AR",2023-05-29,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"101",0.602538557437219,0.84500870154808,"AR",2023-05-30,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
"102",0.279688181686507,0.386442776548186,"AR",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"103",NA,NA,"AR",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",0.35229728594539,0.512915151689815,"AR",2023-06-07,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"110",0.361911816855692,0.532166726936755,"AR",2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"111",0.407474737295105,0.551636994892229,"AR",2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"112",NA,NA,"AR",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",1.01122277725801,0.611068753996338,"AR",2023-06-12,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
"115",0.410272179008812,0.578098014338336,"AR",2023-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"116",0.387452655242212,0.561982327319874,"AR",2023-06-14,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"117",NA,NA,"AR",2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.378103162106701,0.531126080543317,"AR",2023-06-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.531165504132451,0.75176002099387,"AR",2023-06-19,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"122",NA,NA,"AR",2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",0.567586028843214,0.81092077963301,"AR",2023-06-22,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
"125",0.593650932302191,0.830275672785142,"AR",2023-06-23,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
"126",NA,NA,"AR",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.17237685698529,0.677803977070125,"AZ",2023-05-14,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
"128",3.81867180239951,0.440815062273726,"AZ",2023-05-15,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1
"129",3.16703826557623,0.42498335440117,"AZ",2023-05-16,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0
"130",2.26964896842224,0.390409772757601,"AZ",2023-05-17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"131",0.983041380021042,0.505457802791411,"AZ",2023-05-18,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
"132",0.773831215404737,1.09062650948975,"AZ",2023-05-19,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"133",1.59948044733601,1.07574977128557,"AZ",2023-05-20,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
"134",2.40044212401298,0.45437436348261,"AZ",2023-05-21,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0
"135",2.5864618372728,0.450613551488559,"AZ",2023-05-22,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0
"136",2.62498300569121,0.434629660431383,"AZ",2023-05-23,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0
"137",1.34390738176444,0.560692904711877,"AZ",2023-05-24,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"138",0.961262439492649,0.293229735106892,"AZ",2023-05-25,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"139",1.06656826713892,0.581910313053403,"AZ",2023-05-26,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0
"140",1.04460797993879,0.322525058116231,"AZ",2023-05-27,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"141",2.25454977451866,0.608773420853763,"AZ",2023-05-28,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"142",2.4227125643013,0.663482837924208,"AZ",2023-05-29,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0
"143",1.4087453817792,0.700524732096897,"AZ",2023-05-30,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0
"144",3.01946643858168,0.591006968479097,"AZ",2023-05-31,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1
"145",1.87878337150995,0.796098537108004,"AZ",2023-06-01,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"146",0.975258456662365,0.6751051403989,"AZ",2023-06-02,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"147",1.92742710099873,0.573114214097594,"AZ",2023-06-03,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0
"148",1.41484410746511,0.513801985284345,"AZ",2023-06-04,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
"149",1.55956986585717,0.570327864947861,"AZ",2023-06-05,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
"150",1.30264251850389,0.78374198391481,"AZ",2023-06-06,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
"151",1.63814566618188,0.663458511391242,"AZ",2023-06-07,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0
"152",1.46622603424719,0.730441431690995,"AZ",2023-06-08,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1
"153",1.23877792520036,0.797491361717041,"AZ",2023-06-09,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"154",1.07351811503829,0.906197294768369,"AZ",2023-06-10,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
"155",2.66431141431207,0.627747548332409,"AZ",2023-06-11,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0
"156",1.81233724770307,0.735649213493225,"AZ",2023-06-12,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0
"157",2.01647354425087,0.877682908252314,"AZ",2023-06-13,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"158",2.54105170991288,0.615535394758361,"AZ",2023-06-14,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
"159",1.27017671469321,1.19796836918364,"AZ",2023-06-15,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0
"160",2.41185382015199,0.692031608138755,"AZ",2023-06-16,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0
"161",0.427545537243174,0.614042232558664,"AZ",2023-06-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"162",3.6707099004047,0.696141969082027,"AZ",2023-06-18,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0
"163",6.30757945285186,0.868775212205166,"AZ",2023-06-19,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
"164",1.88610781801286,0.814126297511408,"AZ",2023-06-20,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1
"165",4.19008422769327,0.847369287865775,"AZ",2023-06-21,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0
"166",3.44358399086724,0.911366087122998,"AZ",2023-06-22,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"167",0.578572629755391,0.830275672785142,"AZ",2023-06-23,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
"168",0.784118226733332,0.704118646423902,"AZ",2023-06-24,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
"169",5.02834945251848,1.0991907112276,"CA",2023-05-14,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
"170",4.57801012620281,0.703810035573373,"CA",2023-05-15,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
"171",1.40751088399378,0.468928956562204,"CA",2023-05-16,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"172",1.93048586314834,0.640495727226225,"CA",2023-05-17,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0
"173",1.481494134878,0.644022284109856,"CA",2023-05-18,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
"174",2.209956375825,0.485201184548104,"CA",2023-05-19,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1
"175",1.15010870551064,0.2281811342746,"CA",2023-05-20,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
"176",1.02705116756976,0.884246340049253,"CA",2023-05-21,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"177",1.43866807940798,0.573942419152462,"CA",2023-05-22,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
"178",1.29907218798572,0.564567453979807,"CA",2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"179",1.48142978532607,0.554607257364621,"CA",2023-05-24,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0
"180",2.62517031735377,0.565236513665259,"CA",2023-05-25,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
"181",2.00390845281214,0.659685270812391,"CA",2023-05-26,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1
"182",1.05739508125685,0.620825808962226,"CA",2023-05-27,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
"183",1.40201089625978,0.815640197059786,"CA",2023-05-28,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0
"184",1.72843527726795,0.944488854052763,"CA",2023-05-29,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0
"185",2.90268900295167,0.59408671092301,"CA",2023-05-30,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0
"186",2.25372941433917,0.65097901464761,"CA",2023-05-31,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"187",2.60943801768684,0.652068750721593,"CA",2023-06-01,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
"188",1.50181043042454,0.748350721041346,"CA",2023-06-02,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0
"189",1.64331632282029,0.625650496789097,"CA",2023-06-03,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0
"190",2.18431687864441,0.856357720639055,"CA",2023-06-04,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
"191",1.93749924133934,0.625567413760548,"CA",2023-06-05,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
"192",2.34487632001604,0.833876995800144,"CA",2023-06-06,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0
"193",1.61783205064901,0.781838389710713,"CA",2023-06-07,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0
"194",1.13268415539842,0.723195293997633,"CA",2023-06-08,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"195",3.48449641114079,0.937316873339459,"CA",2023-06-09,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0
"196",1.28298353362502,1.20782318581949,"CA",2023-06-10,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1
"197",0.896188073969841,0.704222409657695,"CA",2023-06-11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"198",2.12823438297041,0.767790326335837,"CA",2023-06-12,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
"199",2.38092754841625,0.684718570910483,"CA",2023-06-13,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
"200",4.1309121027237,0.83262476028209,"CA",2023-06-14,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0
"201",2.05613121719351,0.752841234409892,"CA",2023-06-15,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1
"202",2.74928301643228,0.837102011761688,"CA",2023-06-16,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0
"203",1.32975549501819,0.959025206133457,"CA",2023-06-17,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1
"204",0.61160960609323,0.856074637723892,"CA",2023-06-18,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"205",3.0057787710401,0.82968741044594,"CA",2023-06-19,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0
"206",3.09910466069142,0.81495530201342,"CA",2023-06-20,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0
"207",3.82098553633477,0.925545280981272,"CA",2023-06-21,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
"208",3.79318460984598,0.899545889098351,"CA",2023-06-22,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
"209",6.27608935574731,0.890084743334946,"CA",2023-06-23,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0
"210",2.08582649650555,0.884455402857968,"CA",2023-06-24,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
