"","es_score","brier_score","location","target_date","X24B_50_CI","X24C_50_CI","recombinant_50_CI","other_50_CI","X24A_50_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","other_95_CI","X24A_95_CI"
"25",NA,NA,"AK",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,"AK",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,"AK",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.169453303379157,0.234173893626607,"AK",2024-05-02,1,1,1,1,1,1,1,1,1,1
"34",NA,NA,"AK",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",0.00875959636261196,0.0129241672963779,"AL",2024-04-01,1,1,1,1,1,1,1,1,1,1
"45",NA,NA,"AL",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",1.35409249216238,0.842675401144262,"AL",2024-05-06,1,0,1,1,1,0,0,1,1,0
"80",NA,NA,"AL",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",0.276770347996965,0.36104356626953,"AR",2024-05-08,1,1,1,1,1,0,1,1,1,0
"124",NA,NA,"AR",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",NA,NA,"AZ",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",0.373732855091685,0.200220383409166,"AZ",2024-04-01,1,1,1,1,1,1,1,1,1,1
"129",0.851521289468495,0.212365368534104,"AZ",2024-04-02,1,0,1,1,1,1,0,1,1,0
"130",0.140480307101334,0.01571704045999,"AZ",2024-04-03,1,1,1,1,1,0,1,1,1,0
"131",0.914989283994937,0.369202945242391,"AZ",2024-04-04,1,0,1,1,1,0,0,1,1,1
"132",0.765630891552034,0.558104209498583,"AZ",2024-04-05,0,1,1,1,1,0,1,1,1,0
"133",0.190283696392421,0.0211435414821907,"AZ",2024-04-06,1,1,1,1,1,1,1,1,1,1
"134",0.930715526435543,0.452832587381605,"AZ",2024-04-07,1,0,1,1,1,1,0,1,1,0
"135",0.963737814986822,0.374538072423495,"AZ",2024-04-08,1,1,1,0,1,1,1,1,0,0
"136",0.0220194889747298,0.028486686525222,"AZ",2024-04-09,1,1,1,1,1,1,1,1,1,1
"137",NA,NA,"AZ",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",NA,NA,"AZ",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",0.100247580246652,0.0383494856313733,"AZ",2024-04-12,1,1,1,1,1,1,1,1,1,1
"140",0.214553608126462,0.0423211847697117,"AZ",2024-04-13,1,1,1,1,1,1,1,1,1,1
"141",NA,NA,"AZ",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",0.847390302753483,0.444119577831804,"AZ",2024-04-15,1,1,1,1,1,0,1,1,1,0
"143",0.326171549434173,0.280671306015479,"AZ",2024-04-16,1,1,1,1,1,1,1,1,1,1
"144",0.704989886898377,0.319719015341214,"AZ",2024-04-17,1,1,1,1,1,1,0,1,1,0
"145",0.0517058115184191,0.0687433600143442,"AZ",2024-04-18,1,1,1,1,1,1,1,1,1,1
"146",0.0584485272209028,0.0755914011519148,"AZ",2024-04-19,1,1,1,1,1,1,1,1,1,1
"147",NA,NA,"AZ",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",0.772364289834729,0.559503133547012,"AZ",2024-04-21,1,0,1,1,1,1,1,1,1,1
"149",0.905859811687869,0.426970674416931,"AZ",2024-04-22,1,1,0,1,1,1,1,0,1,0
"150",0.722023596956615,0.109495011052328,"AZ",2024-04-23,1,1,1,1,1,1,0,1,1,0
"151",NA,NA,"AZ",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",0.306331969882842,0.130915774152578,"AZ",2024-04-25,1,1,1,1,1,0,0,1,1,0
"153",NA,NA,"AZ",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",0.743889292545115,0.753268721569832,"AZ",2024-04-27,1,0,1,1,1,1,0,1,1,0
"155",0.665947248917159,0.169485393939202,"AZ",2024-04-28,1,1,1,1,1,1,1,1,1,1
"156",0.549780042320272,0.574730282606652,"AZ",2024-04-29,1,1,1,1,1,0,0,1,1,1
"157",1.3760658643021,0.628510541535511,"AZ",2024-04-30,0,0,1,1,1,0,0,1,1,1
"158",0.469901918259877,0.216516590879407,"AZ",2024-05-01,1,1,1,1,1,1,1,1,1,1
"159",0.492276685480816,0.234173893626607,"AZ",2024-05-02,1,1,1,1,1,0,1,1,1,0
"160",0.933695278336094,0.252838874995345,"AZ",2024-05-03,1,1,1,1,0,0,1,1,1,0
"161",NA,NA,"AZ",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",NA,NA,"AZ",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2.00194792852927,0.314850591580147,"AZ",2024-05-06,0,1,1,1,0,0,0,1,1,0
"164",1.58254043089891,0.337479301869811,"AZ",2024-05-07,0,1,1,1,0,0,1,1,1,0
"165",3.02364664431142,0.406284333108201,"AZ",2024-05-08,0,0,1,1,0,0,0,1,1,0
"166",0.485905233599103,0.505023982646286,"AZ",2024-05-09,1,1,1,1,1,0,1,1,1,0
"167",0.856292382728872,0.663700003324316,"AZ",2024-05-10,1,1,1,1,1,0,0,1,1,0
"168",0.745711566122378,0.834986211070078,"AZ",2024-05-11,1,1,1,1,1,0,0,1,1,1
"169",0.73721076510546,0.436915704293652,"CA",2024-03-31,0,1,1,1,1,0,1,1,1,0
"170",2.45660986130265,0.441250296167479,"CA",2024-04-01,0,1,0,1,0,0,1,0,1,0
"171",1.97284902059643,0.415821316087393,"CA",2024-04-02,1,1,1,0,0,1,1,1,0,0
"172",4.60230897083238,0.653719695475116,"CA",2024-04-03,0,1,1,0,0,0,1,1,0,0
"173",3.29356396498345,0.621188061947717,"CA",2024-04-04,0,0,1,0,0,0,0,1,0,0
"174",4.81093162907403,0.435627215652257,"CA",2024-04-05,1,1,0,1,0,1,1,0,1,0
"175",1.00410126379602,0.197866858206489,"CA",2024-04-06,1,1,1,0,1,0,1,1,0,1
"176",1.79873226862707,0.341383275421038,"CA",2024-04-07,1,1,1,0,1,0,1,1,0,0
"177",1.41684891681909,0.372680404662425,"CA",2024-04-08,1,1,0,0,1,1,1,0,0,0
"178",0.940862813829397,0.430861164495685,"CA",2024-04-09,1,0,1,1,1,0,0,1,1,1
"179",2.68984586580304,0.719981648723811,"CA",2024-04-10,0,0,1,1,0,0,0,1,1,0
"180",1.81620913666916,0.504299466632442,"CA",2024-04-11,0,1,1,1,0,0,0,1,1,0
"181",1.3915456798424,0.54376107890367,"CA",2024-04-12,1,0,1,1,0,0,0,0,1,0
"182",0.959123969995194,0.281157506504126,"CA",2024-04-13,1,1,1,0,1,0,1,1,0,0
"183",0.324647044790682,0.280621198695518,"CA",2024-04-14,1,1,1,1,1,0,1,1,1,0
"184",1.3389883273239,0.435634720342131,"CA",2024-04-15,1,1,1,0,1,0,1,1,0,0
"185",1.94109766265112,0.32419589497782,"CA",2024-04-16,0,1,0,1,1,0,1,0,1,0
"186",5.04474159173182,0.477021615547333,"CA",2024-04-17,0,1,0,0,1,0,1,0,0,0
"187",1.81465430588253,0.443728129279845,"CA",2024-04-18,1,1,0,1,1,0,0,0,1,0
"188",1.83378634127561,0.364824571037962,"CA",2024-04-19,1,1,0,1,1,0,0,0,1,1
"189",0.0629782532580525,0.0830502929032998,"CA",2024-04-20,1,1,1,1,1,1,1,1,1,1
"190",1.28972855203379,0.510915284810393,"CA",2024-04-21,1,1,1,0,1,1,1,1,0,0
"191",4.84267425365679,0.755497496590116,"CA",2024-04-22,1,1,0,0,0,0,0,0,0,0
"192",1.0179068335632,0.516593528347657,"CA",2024-04-23,1,1,1,0,1,1,1,1,0,0
"193",5.59156391658757,0.774609003965072,"CA",2024-04-24,1,1,0,1,0,1,0,0,1,0
"194",4.49247873886214,0.596305342513518,"CA",2024-04-25,1,0,1,0,1,1,1,1,0,0
"195",0.862254939437516,0.466741405543678,"CA",2024-04-26,1,1,1,1,1,0,1,1,1,0
"196",5.81812260086014,0.860296291905945,"CA",2024-04-27,1,1,1,0,0,0,0,1,0,0
"197",4.73641423002137,0.977247321336645,"CA",2024-04-28,1,0,1,0,0,1,0,1,0,0
"198",1.21223269448067,0.451497401481101,"CA",2024-04-29,1,1,0,1,1,0,1,0,1,0
"199",2.64641156559562,0.645117818502076,"CA",2024-04-30,1,1,0,0,1,0,0,0,0,0
"200",1.76936188537024,0.660781966851207,"CA",2024-05-01,1,1,1,0,1,1,0,1,0,1
"201",1.99536071160736,0.561654930601693,"CA",2024-05-02,1,1,1,0,1,1,0,1,0,0
"202",3.90317780105456,0.48388329001702,"CA",2024-05-03,0,1,1,0,0,0,0,1,0,0
"203",1.51840764463314,0.420745983822082,"CA",2024-05-04,0,1,1,1,0,0,0,1,1,0
"204",2.08609244832119,0.362390555095385,"CA",2024-05-05,1,1,1,1,0,0,0,1,1,0
"205",4.15555421036243,0.528966753805629,"CA",2024-05-06,0,0,1,0,0,0,1,1,0,0
"206",7.76634094480418,0.853947768291957,"CA",2024-05-07,0,1,1,0,0,0,0,1,0,0
"207",4.07861163980989,0.570636705674719,"CA",2024-05-08,0,0,1,0,0,0,1,1,0,0
"208",3.35309377171936,0.625992736436613,"CA",2024-05-09,0,1,1,0,1,0,0,1,0,0
"209",3.04135085207311,0.691385423345315,"CA",2024-05-10,1,0,0,0,1,1,0,0,0,0
"210",2.13237847148865,0.746242694909777,"CA",2024-05-11,0,1,0,0,1,0,0,0,0,0
"211",NA,NA,"CO",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.0408511719041722,0.0142484543306971,"CO",2024-04-02,1,1,1,1,1,1,1,1,1,1
"214",NA,NA,"CO",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",0.956568337488672,0.835049292678688,"CO",2024-04-04,0,1,1,1,0,1,1,1,1,1
"216",NA,NA,"CO",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",0.016476054661717,0.0211435414821907,"CO",2024-04-06,1,1,1,1,1,1,1,1,1,1
"218",NA,NA,"CO",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",NA,NA,"CO",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",NA,NA,"CO",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,"CO",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,"CO",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,"CO",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.701211458783318,0.738603596748911,"CO",2024-04-15,1,1,1,1,1,0,1,1,1,0
"227",NA,NA,"CO",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",0.938687405623154,0.82140312925057,"CO",2024-04-17,1,0,1,1,1,0,0,1,1,1
"229",NA,NA,"CO",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"CO",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.0744180813152132,0.0999616538806475,"CO",2024-04-22,1,1,1,1,1,1,0,1,1,0
"234",0.0854763828385777,0.109495011052328,"CO",2024-04-23,1,1,1,1,1,0,1,1,1,0
"235",NA,NA,"CO",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,"CO",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,"CO",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"CO",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.140853591805502,0.184188829978599,"CO",2024-04-29,1,1,1,1,1,1,1,0,1,0
"241",NA,NA,"CO",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,"CO",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.567335076650172,0.819676969823866,"CO",2024-05-06,1,1,1,1,1,0,1,1,1,0
"248",NA,NA,"CO",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",NA,NA,"CO",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",NA,NA,"CO",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",0.309911198319026,0.410818104935805,"CO",2024-05-10,1,1,1,1,1,0,1,1,1,0
"252",NA,NA,"CO",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"CT",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"CT",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"CT",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",NA,NA,"CT",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",NA,NA,"CT",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",NA,NA,"CT",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",NA,NA,"CT",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"CT",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"CT",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,"CT",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",0.0224400619454933,0.0314606096106377,"CT",2024-04-10,1,1,1,1,1,1,1,1,1,1
"264",0.0272645525133682,0.0347390483594125,"CT",2024-04-11,1,1,1,1,1,1,1,1,1,1
"265",0.0281780496197855,0.0383494856313733,"CT",2024-04-12,1,1,1,1,1,1,1,1,1,1
"266",NA,NA,"CT",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,"CT",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",NA,NA,"CT",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",NA,NA,"CT",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",NA,NA,"CT",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",0.0517327805713388,0.0687433600143442,"CT",2024-04-18,1,1,1,1,1,1,0,1,1,0
"272",0.0635624507382105,0.0755914011519148,"CT",2024-04-19,1,1,1,1,1,1,1,1,1,1
"273",NA,NA,"CT",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",NA,NA,"CT",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
