"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","recombinant_50_CI","X24D_50_CI","X24G_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","X24D_95_CI","X24G_95_CI","other_95_CI"
"31",NA,NA,"AK",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.212571020234104,0.459276217139125,"AK",2024-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"34",NA,NA,"AK",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",0.842882738146573,0.748792600326697,"AK",2024-06-20,1,1,1,1,1,0,1,0,1,1,1,1,0,1
"41",NA,NA,"AK",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.148212140930763,0.178174289715078,"AR",2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"115",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.123181055865633,0.170761015630056,"AZ",2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"128",1.42219230713941,0.881446822334987,"AZ",2024-05-13,0,1,1,1,0,0,1,0,1,0,1,0,0,1
"129",0.437070545740413,0.503688664196004,"AZ",2024-05-14,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"130",0.430544206864529,0.503253570857919,"AZ",2024-05-15,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"131",0.761449181708272,1.133348663872,"AZ",2024-05-16,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"132",0.843816783812206,1.11969173186522,"AZ",2024-05-17,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"133",0.134029516382619,0.195503994012989,"AZ",2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134",0.140748954131836,0.199316840575577,"AZ",2024-05-19,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"135",0.734306760627488,1.09832494960668,"AZ",2024-05-20,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"136",0.414571518288533,0.206659285528707,"AZ",2024-05-21,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"137",0.461541854051957,0.646182107477657,"AZ",2024-05-22,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"138",NA,NA,"AZ",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",0.162416798935944,0.216963981497457,"AZ",2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"140",NA,NA,"AZ",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1.16417154114194,0.733503919069343,"AZ",2024-05-26,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"142",1.6515112534909,0.815046031728259,"AZ",2024-05-27,1,1,1,1,0,1,1,1,0,0,1,0,1,1
"143",1.31950042208823,0.633778195085832,"AZ",2024-05-28,1,1,0,1,1,1,1,0,0,0,1,1,1,1
"144",1.27413488499675,0.939067267865752,"AZ",2024-05-29,0,1,1,1,1,1,0,0,0,0,1,1,1,0
"145",0.811081883477551,1.07588055206802,"AZ",2024-05-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"146",NA,NA,"AZ",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",0.604538407944086,0.656895796105521,"AZ",2024-06-01,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"148",2.21507267709152,1.00498172891038,"AZ",2024-06-02,0,1,0,1,1,1,1,0,0,0,1,1,1,1
"149",2.84664907137103,0.922214880776984,"AZ",2024-06-03,0,0,0,1,1,1,1,0,0,0,1,1,1,1
"150",1.4591673451335,0.772481227428325,"AZ",2024-06-04,1,1,1,1,0,1,1,1,0,0,1,0,1,1
"151",1.86248284885793,0.783089521970819,"AZ",2024-06-05,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"152",0.908300710168913,0.561989062264579,"AZ",2024-06-06,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"153",1.39000435140105,0.973439414721689,"AZ",2024-06-07,0,1,0,1,1,1,1,0,1,0,0,1,1,1
"154",1.02847616653486,0.564726007281157,"AZ",2024-06-08,1,1,1,0,1,1,1,0,0,0,0,1,1,1
"155",2.46006985522097,1.09224629685434,"AZ",2024-06-09,0,0,1,1,1,1,0,0,0,0,1,1,1,0
"156",2.67338954602296,0.671484070017055,"AZ",2024-06-10,1,1,0,1,1,0,1,0,0,0,1,1,0,1
"157",4.25664989657838,0.795645336986093,"AZ",2024-06-11,0,0,1,1,1,0,1,0,0,1,1,1,0,1
"158",3.49711759512556,0.727381247898351,"AZ",2024-06-12,1,1,1,1,1,0,0,0,0,0,1,1,0,0
"159",1.80086131302091,0.739192924057962,"AZ",2024-06-13,1,1,1,1,1,0,1,0,1,0,1,1,0,1
"160",2.39577460332509,0.798012011648492,"AZ",2024-06-14,0,1,0,1,1,1,1,0,1,0,1,1,1,1
"161",0.211172645871165,0.275744035798879,"AZ",2024-06-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"162",1.50124797258015,0.69396115513405,"AZ",2024-06-16,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"163",8.6762001042075,0.830188143440895,"AZ",2024-06-17,0,1,0,1,1,0,0,0,0,0,1,1,0,0
"164",7.58172261794367,0.839377618246165,"AZ",2024-06-18,0,1,0,1,1,0,0,0,0,0,1,1,0,0
"165",1.89823961108851,0.673907770548864,"AZ",2024-06-19,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"166",1.69684276407546,0.784151810434501,"AZ",2024-06-20,1,0,1,1,1,1,1,0,0,1,0,1,1,1
"167",1.13717548337515,0.657911159949785,"AZ",2024-06-21,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"168",0.446005174274976,0.585743640470267,"AZ",2024-06-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"169",5.90783481175489,0.790102389055785,"CA",2024-05-12,0,0,0,1,1,1,1,0,0,0,1,1,1,1
"170",2.81102410235376,0.816461683520443,"CA",2024-05-13,0,1,1,0,1,0,1,0,0,0,0,1,0,0
"171",7.25462586739603,0.76360274315797,"CA",2024-05-14,1,0,0,1,1,0,1,0,0,0,0,0,0,1
"172",3.50487782819269,0.69266333787571,"CA",2024-05-15,0,0,1,1,1,1,1,0,0,0,1,1,1,0
"173",1.89415352998286,0.574879456438827,"CA",2024-05-16,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"174",2.07526633159893,0.562106889252058,"CA",2024-05-17,0,1,0,1,1,0,1,0,1,0,1,1,0,1
"175",2.76195456339918,0.40739101075994,"CA",2024-05-18,0,0,1,1,1,1,1,0,0,0,1,1,1,1
"176",5.29349333359101,0.809922780098739,"CA",2024-05-19,0,1,0,1,1,0,1,0,0,0,0,1,0,1
"177",4.50686237735849,0.531967603766766,"CA",2024-05-20,1,0,0,1,1,1,1,0,0,0,0,0,1,1
"178",3.41765330743875,0.599205914992073,"CA",2024-05-21,0,0,1,0,1,1,1,1,0,0,0,1,1,1
"179",3.30640158200443,0.614810704797874,"CA",2024-05-22,1,1,1,1,1,0,1,0,0,0,0,0,0,1
"180",4.17821135234797,0.644888918262824,"CA",2024-05-23,1,0,1,1,1,1,1,0,0,0,0,0,1,1
"181",3.07300534179864,0.734164827419071,"CA",2024-05-24,1,1,1,0,1,0,1,0,0,0,0,1,0,0
"182",2.6381320894409,0.671774302590086,"CA",2024-05-25,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"183",7.9108580425278,0.835477252809698,"CA",2024-05-26,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"184",2.49694506841737,0.699643610573517,"CA",2024-05-27,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"185",4.18939772975638,0.711608481153017,"CA",2024-05-28,0,1,1,1,1,1,1,0,0,0,1,1,1,0
"186",3.73850507650191,0.710802705470717,"CA",2024-05-29,0,1,0,1,1,0,1,0,0,0,0,1,0,1
"187",12.162485354962,0.865892969103711,"CA",2024-05-30,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"188",8.19286729457503,0.731541334660212,"CA",2024-05-31,1,0,1,1,1,0,0,0,0,0,1,0,0,0
"189",6.65602190676472,0.860211143147653,"CA",2024-06-01,0,0,0,1,1,0,1,0,1,0,1,0,0,1
"190",10.4751311403881,0.862236929145715,"CA",2024-06-02,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"191",7.40237351693148,0.794905212223913,"CA",2024-06-03,0,1,0,1,1,0,1,0,0,0,0,0,0,1
"192",12.2758318370908,0.831245561563462,"CA",2024-06-04,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"193",11.0460428468076,0.765978636945659,"CA",2024-06-05,1,0,0,1,1,0,0,0,0,0,0,1,0,0
"194",8.69529709038974,0.733007713905164,"CA",2024-06-06,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"195",11.5693629338048,0.743604306092413,"CA",2024-06-07,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"196",5.47455552462148,0.827591384588497,"CA",2024-06-08,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"197",6.61091118321675,0.797995334755187,"CA",2024-06-09,1,0,0,1,1,0,0,0,0,0,1,1,0,0
"198",6.34220637014029,0.742065650337526,"CA",2024-06-10,1,1,0,1,1,0,1,0,0,0,0,0,0,1
"199",11.9446474850823,0.806856654398478,"CA",2024-06-11,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"200",7.14994592977261,0.772828744289101,"CA",2024-06-12,1,0,1,1,1,0,0,0,0,0,1,0,0,0
"201",6.5329514940579,0.74039312148708,"CA",2024-06-13,1,0,0,1,1,0,1,0,0,0,0,0,0,1
"202",6.91533447738619,0.85747868264124,"CA",2024-06-14,1,0,1,1,1,0,0,0,0,0,0,1,0,0
"203",3.77685553723209,0.836250959702036,"CA",2024-06-15,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"204",4.03487626732585,0.705764838019072,"CA",2024-06-16,1,0,0,1,1,1,0,0,0,0,0,0,1,1
"205",5.2906694550381,0.787793260985892,"CA",2024-06-17,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"206",8.71892530756325,0.76313128465849,"CA",2024-06-18,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"207",11.8954598896726,0.795793101724662,"CA",2024-06-19,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"208",6.82693336334216,0.778437961005988,"CA",2024-06-20,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"209",4.64181686266341,0.705601170870665,"CA",2024-06-21,1,1,1,1,1,0,0,1,0,0,0,1,0,0
"210",4.64938323428174,0.796261816144896,"CA",2024-06-22,1,1,0,1,1,0,1,0,0,0,1,1,0,1
"211",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.164701687216674,0.19728772296304,"CO",2024-05-13,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"213",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",0.170950601971645,0.201412239735723,"CO",2024-05-15,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"215",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.912874133120229,1.41348883321921,"CO",2024-05-20,1,1,1,1,1,0,1,0,1,1,1,1,0,1
"220",NA,NA,"CO",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",0.57859429950523,0.703414800889503,"CO",2024-05-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"222",NA,NA,"CO",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",0.204307346131387,0.215213564448311,"CO",2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"224",NA,NA,"CO",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,"CO",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
