"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","recombinant_50_CI","X24D_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","recombinant_95_CI","X24D_95_CI","other_95_CI"
"42",NA,NA,"AK",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",1.96925856628765,1.01304073301777,"AL",2024-05-06,0,1,1,1,0,0,0,1,1,0
"73",NA,NA,"AL",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",0.0546374055119186,0.102080260100142,"AR",2024-05-08,1,1,1,1,1,0,0,1,1,1
"117",NA,NA,"AR",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.986621470487548,0.46171162213837,"AZ",2024-04-07,1,1,1,1,0,0,1,1,1,0
"128",0.918821674062736,0.370530164853081,"AZ",2024-04-08,1,1,1,1,0,0,1,1,1,0
"129",0.00791876154537742,0.00704792435263505,"AZ",2024-04-09,1,1,1,1,1,1,1,1,1,1
"130",NA,NA,"AZ",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,NA,"AZ",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",0.0304855844760061,0.00763276972782639,"AZ",2024-04-12,1,1,1,1,1,0,1,0,1,1
"133",0.0619926725358645,0.00784737017812514,"AZ",2024-04-13,1,1,1,1,1,0,0,1,1,1
"134",NA,NA,"AZ",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1.69145494314924,0.51783085870982,"AZ",2024-04-15,0,0,1,1,1,0,0,1,1,1
"136",0.678470747179966,0.305096434358005,"AZ",2024-04-16,1,0,1,1,1,1,1,1,1,1
"137",1.05180428533888,0.333716786859697,"AZ",2024-04-17,1,1,1,1,0,0,1,1,1,0
"138",0.0110623602973964,0.00909747012677133,"AZ",2024-04-18,1,1,1,1,1,1,1,1,1,1
"139",0.0113547913772783,0.00938873183953257,"AZ",2024-04-19,1,1,1,1,1,1,1,1,1,1
"140",NA,NA,"AZ",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1.00378486598602,0.605925602088403,"AZ",2024-04-21,1,1,1,1,0,0,1,1,1,0
"142",1.13652530367995,0.449725249417197,"AZ",2024-04-22,0,1,0,1,1,0,1,0,1,1
"143",0.140083029454124,0.0107274687248618,"AZ",2024-04-23,1,1,1,1,1,0,0,1,1,1
"144",NA,NA,"AZ",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",0.0499498747192472,0.0115214531693922,"AZ",2024-04-25,1,1,1,1,1,0,0,1,1,1
"146",NA,NA,"AZ",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",1.08386060306781,0.896007031835819,"AZ",2024-04-27,0,1,1,1,0,1,0,1,1,0
"148",0.104917714233468,0.0129107137084067,"AZ",2024-04-28,1,1,1,1,1,1,1,1,1,1
"149",1.44495027330059,0.707127951699084,"AZ",2024-04-29,0,1,1,1,0,0,0,1,1,0
"150",1.97270144240081,0.71589945840331,"AZ",2024-04-30,0,1,1,1,0,1,0,1,1,0
"151",0.0611018633172322,0.0146000684642526,"AZ",2024-05-01,1,1,1,1,1,1,1,1,1,1
"152",0.0637573011766724,0.0152452341767761,"AZ",2024-05-02,1,1,1,1,1,1,1,1,1,1
"153",0.120215071275166,0.0159382044304048,"AZ",2024-05-03,1,1,1,1,1,0,0,1,1,1
"154",NA,NA,"AZ",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,"AZ",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",0.292477264689019,0.018354465423705,"AZ",2024-05-06,1,1,1,1,1,0,1,0,1,1
"157",0.215025237303711,0.019292131851702,"AZ",2024-05-07,1,1,1,1,1,0,0,1,1,1
"158",0.566641918303173,0.20153362045013,"AZ",2024-05-08,1,1,1,1,1,0,0,1,1,1
"159",0.72044565085726,0.561361152701028,"AZ",2024-05-09,1,0,1,1,1,1,1,1,1,1
"160",3.22047110437589,1.1096177275114,"AZ",2024-05-10,0,0,1,1,0,0,0,0,1,0
"161",1.79240246361141,1.66694093866775,"AZ",2024-05-11,0,0,1,1,0,0,0,1,1,0
"162",0.0335579867007002,0.025321376270459,"AZ",2024-05-12,1,1,1,1,1,1,1,1,1,1
"163",2.54454708409299,1.04156957116536,"AZ",2024-05-13,0,1,1,0,0,0,1,1,0,0
"164",0.903050226577845,0.583784639977846,"AZ",2024-05-14,1,1,1,1,0,0,1,1,1,0
"165",0.916574761702785,0.582564846629187,"AZ",2024-05-15,1,1,1,1,0,1,0,1,1,0
"166",1.14754518206348,1.67926162223632,"AZ",2024-05-16,0,1,1,1,0,0,1,1,1,0
"167",1.00873453477073,1.53886066400549,"AZ",2024-05-17,0,0,1,1,1,0,0,1,1,1
"168",0.0467980237621842,0.0369795150774978,"AZ",2024-05-18,1,1,1,1,1,1,1,1,1,1
"169",1.50893920351788,0.3370507186198,"CA",2024-04-07,1,1,1,1,0,0,0,1,1,0
"170",1.15951597822301,0.362363683093331,"CA",2024-04-08,1,1,1,0,1,0,0,0,0,0
"171",0.912262159859886,0.433541949831793,"CA",2024-04-09,1,1,1,1,0,0,1,1,1,0
"172",2.51539546926738,0.73067627428821,"CA",2024-04-10,0,0,1,1,0,0,0,0,1,0
"173",1.77406914459936,0.514524671955914,"CA",2024-04-11,0,0,1,1,0,0,0,0,1,0
"174",1.41261897363669,0.557615802410787,"CA",2024-04-12,0,1,1,1,0,0,0,0,1,1
"175",0.88403413307898,0.278588814458794,"CA",2024-04-13,1,1,1,1,0,0,0,1,1,0
"176",0.409745337945603,0.286778829489107,"CA",2024-04-14,1,1,1,1,1,0,1,0,1,1
"177",1.47226953797046,0.449427546365918,"CA",2024-04-15,1,1,1,0,1,1,1,0,0,1
"178",1.41897060089864,0.29998325320591,"CA",2024-04-16,1,1,0,1,1,0,1,0,1,1
"179",3.81425663703705,0.453498405389879,"CA",2024-04-17,1,0,0,0,1,0,0,0,0,1
"180",1.61138089323769,0.451816520439342,"CA",2024-04-18,1,1,1,1,1,0,1,0,1,1
"181",1.1984106431039,0.347053370980395,"CA",2024-04-19,1,1,0,1,1,1,0,0,1,1
"182",0.0524581731279586,0.0393474889325507,"CA",2024-04-20,1,1,1,1,1,1,1,1,1,1
"183",1.5579384693578,0.5441037014547,"CA",2024-04-21,1,0,1,1,0,0,0,1,1,0
"184",4.61116633237763,0.805694321782878,"CA",2024-04-22,0,0,0,0,1,0,0,0,0,0
"185",1.44209343075126,0.558776088034867,"CA",2024-04-23,1,1,1,0,0,0,0,0,0,1
"186",5.61060666153965,0.834595524304093,"CA",2024-04-24,0,0,0,1,1,0,0,0,1,0
"187",3.41459050078868,0.601227089111798,"CA",2024-04-25,0,1,1,0,0,0,1,1,0,0
"188",1.29779977712595,0.523008064020252,"CA",2024-04-26,1,0,1,1,1,1,0,0,1,1
"189",6.23768760261327,0.987092625253658,"CA",2024-04-27,0,0,1,0,0,0,0,0,0,0
"190",5.67343359734776,1.18316459099789,"CA",2024-04-28,0,1,1,0,0,0,0,1,0,0
"191",0.76124222462995,0.415911866384092,"CA",2024-04-29,1,1,1,1,1,0,0,0,1,1
"192",3.04430262679451,0.690444917032602,"CA",2024-04-30,0,1,1,0,0,0,0,0,0,0
"193",1.78999413115891,0.71958104922149,"CA",2024-05-01,1,1,1,0,1,0,0,1,0,1
"194",2.36712090790772,0.595056644836343,"CA",2024-05-02,1,1,1,0,0,0,1,0,0,0
"195",2.18032368418783,0.431714218371623,"CA",2024-05-03,1,1,1,0,0,0,0,0,0,0
"196",1.13984793965031,0.320110205951189,"CA",2024-05-04,1,1,1,1,0,0,1,1,1,0
"197",0.965508644328449,0.229009248249311,"CA",2024-05-05,1,1,1,1,1,0,0,0,1,0
"198",2.26745377874033,0.475637902763565,"CA",2024-05-06,1,1,1,0,0,0,0,0,0,0
"199",12.9444100477043,1.2004007764064,"CA",2024-05-07,0,0,1,1,0,0,0,0,1,0
"200",2.21103752534935,0.539741831956364,"CA",2024-05-08,1,1,1,0,0,0,0,0,0,0
"201",6.35267004263597,0.682062830656216,"CA",2024-05-09,1,1,1,1,0,0,0,0,1,0
"202",4.02871909824188,0.808303070952631,"CA",2024-05-10,1,0,1,1,0,0,0,0,1,0
"203",6.01449590994376,0.95340631722888,"CA",2024-05-11,0,1,1,0,0,0,0,0,0,0
"204",8.09832057837141,1.02909349687487,"CA",2024-05-12,0,0,1,1,0,0,0,0,1,0
"205",4.82947618995973,0.903788315290921,"CA",2024-05-13,1,1,0,1,0,0,0,1,1,0
"206",10.6518808110863,0.827421056644539,"CA",2024-05-14,1,1,1,0,0,0,0,1,0,0
"207",7.11087099782001,0.819176481349661,"CA",2024-05-15,1,0,1,1,0,0,0,0,1,0
"208",5.1026202930088,0.634734713317968,"CA",2024-05-16,1,1,1,1,0,0,0,0,1,0
"209",3.04436631514526,0.578089559659306,"CA",2024-05-17,1,1,1,1,0,0,0,0,1,0
"210",2.15045103181219,0.335754210452265,"CA",2024-05-18,1,1,1,1,0,0,1,1,1,0
"211",NA,NA,"CO",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,NA,"CO",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,"CO",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,"CO",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.933057068445802,0.825364785964569,"CO",2024-04-15,0,0,1,1,1,1,0,0,1,1
"220",NA,NA,"CO",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",1.05272616870724,0.884444060008211,"CO",2024-04-17,1,1,1,1,0,0,1,1,1,0
"222",NA,NA,"CO",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,"CO",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.0270146185435818,0.0235798671334489,"CO",2024-04-22,1,1,1,1,1,1,1,1,1,1
"227",0.0258263255995333,0.0241616903073116,"CO",2024-04-23,1,1,1,1,1,1,1,1,1,1
"228",NA,NA,"CO",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,"CO",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"CO",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.0339024042689566,0.0280790382770066,"CO",2024-04-29,1,1,1,1,1,1,1,1,1,1
"234",NA,NA,"CO",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,"CO",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,"CO",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,"CO",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"CO",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.974294658562089,1.51958051805756,"CO",2024-05-06,0,0,1,1,1,1,0,0,1,1
"241",NA,NA,"CO",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",0.0631992099728683,0.0384480838706956,"CO",2024-05-10,1,1,1,1,1,0,1,0,1,1
"245",NA,NA,"CO",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.072003580347043,0.0424855969499571,"CO",2024-05-13,1,1,1,1,1,0,1,0,1,1
"248",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0.0769304882636142,0.0456032798929942,"CO",2024-05-15,1,1,1,1,1,0,1,0,1,1
"250",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"CT",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"CT",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"CT",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",0.00339332058823329,0.00294343408418201,"CT",2024-04-10,1,1,1,1,1,1,1,1,1,1
"257",0.00339969869145701,0.00304061379359334,"CT",2024-04-11,1,1,1,1,1,1,1,1,1,1
"258",0.002996803391439,0.00315465064047445,"CT",2024-04-12,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"CT",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"CT",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,"CT",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,"CT",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",0.00455636981760077,0.00471550525152409,"CT",2024-04-18,1,1,1,1,1,1,1,1,1,1
"265",0.00419691915796103,0.00532118651647402,"CT",2024-04-19,1,1,1,1,1,1,1,1,1,1
"266",NA,NA,"CT",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,"CT",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",1.01620121634927,0.599323627417955,"CT",2024-04-22,0,0,1,1,1,0,0,1,1,1
"269",1.26337695205783,1.76296475933366,"CT",2024-04-23,0,0,1,1,1,0,0,1,1,1
"270",NA,NA,"CT",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1.31080082195902,1.66099849141135,"CT",2024-04-25,0,1,1,0,1,0,1,1,0,1
"272",NA,NA,"CT",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,"CT",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
