"","es_score","brier_score","location","target_date","X22D_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","X23E_50_CI","X23G_50_CI","other_50_CI","X22D_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","X23E_95_CI","X23G_95_CI","other_95_CI"
"31",NA,NA,"AK",2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.055109526558587,0.0718848343821625,"AL",2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"48",NA,NA,"AL",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",0.731758016847869,0.747378826966273,"AL",2023-05-03,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"54",NA,NA,"AL",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.698353633635875,0.765479741591576,"AL",2023-05-19,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"70",NA,NA,"AL",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.146293038977037,0.138880598932819,"AL",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74",NA,NA,"AL",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.449642231674762,0.174100949594941,"AL",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"82",NA,NA,"AL",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.00715683984731587,0.00602338245382434,"AR",2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"86",0.00678092774152894,0.00603709144488102,"AR",2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"87",NA,NA,"AR",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",0.0586875137912585,0.00639666220161366,"AR",2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"93",NA,NA,"AR",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1.24275001084277,1.81618993396643,"AR",2023-05-02,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
"95",0.00845778904153471,0.00678119109545009,"AR",2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.22054186573277,1.78066338381756,"AR",2023-05-08,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"101",0.0382495686225804,0.00811743969378401,"AR",2023-05-09,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"102",2.32928857220248,1.23180413404384,"AR",2023-05-10,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"103",NA,NA,"AR",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",0.138991478371901,0.0178208183396879,"AR",2023-05-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"116",NA,NA,"AR",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.0290882798812807,0.0226457187782919,"AR",2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",1.05443831085627,1.56706874072129,"AR",2023-05-29,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"122",1.05820727485186,1.54736230527544,"AR",2023-05-30,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"123",0.0425226298847715,0.0355075121298251,"AR",2023-05-31,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"124",NA,NA,"AR",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2.10450906737495,0.156627950909234,"AZ",2023-04-23,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
"128",1.73243044871336,0.0981708418193713,"AZ",2023-04-24,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0
"129",1.24790019131442,0.264717274511434,"AZ",2023-04-25,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1
"130",1.48931145022918,0.196213432716468,"AZ",2023-04-26,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"131",0.712103419868477,0.150713356393023,"AZ",2023-04-27,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"132",0.797892876652139,0.0356002437602828,"AZ",2023-04-28,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"133",0.411197101362073,0.036741280425598,"AZ",2023-04-29,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"134",1.46544175299595,0.408766328954974,"AZ",2023-04-30,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"135",1.92023015835952,0.18640063921344,"AZ",2023-05-01,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
"136",3.08835990831439,0.415346813585989,"AZ",2023-05-02,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
"137",1.30486620350685,0.282040917040476,"AZ",2023-05-03,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
"138",1.37695539597484,0.156273666538648,"AZ",2023-05-04,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
"139",1.27674534981039,0.493447899088282,"AZ",2023-05-05,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"140",0.795709235572893,0.0454467146205923,"AZ",2023-05-06,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"141",3.7518548728954,0.623135074712242,"AZ",2023-05-07,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
"142",6.41406875429506,0.61476091882367,"AZ",2023-05-08,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
"143",2.69457075828556,0.2019863861558,"AZ",2023-05-09,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0
"144",1.32525988739652,0.281700419832176,"AZ",2023-05-10,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0
"145",0.13595853560455,0.0524435675080268,"AZ",2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"146",0.960802827176717,0.280615225884233,"AZ",2023-05-12,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"147",NA,NA,"AZ",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",1.83857132086623,0.829110596631937,"AZ",2023-05-14,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"149",1.79956376532861,0.423935288386892,"AZ",2023-05-15,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"150",1.15024374769307,0.383648743191985,"AZ",2023-05-16,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0
"151",1.26716956391937,0.362021309805892,"AZ",2023-05-17,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0
"152",1.62877745232705,0.572636905604398,"AZ",2023-05-18,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
"153",0.951552534710242,1.36479421166531,"AZ",2023-05-19,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"154",1.90290164120293,1.3561594715877,"AZ",2023-05-20,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
"155",0.864753240360337,0.383357516837083,"AZ",2023-05-21,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
"156",1.73109930274473,0.41387447762821,"AZ",2023-05-22,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1
"157",0.962307446254328,0.326142778594457,"AZ",2023-05-23,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"158",1.88518406176632,0.575993975722573,"AZ",2023-05-24,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1
"159",0.353715989553917,0.0771233401769919,"AZ",2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160",0.970341259551932,0.568379618138376,"AZ",2023-05-26,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"161",0.360682168463959,0.0816410821715837,"AZ",2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"162",3.16481611709314,0.630196315258145,"AZ",2023-05-28,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0
"163",1.69689129966609,0.601652638763644,"AZ",2023-05-29,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0
"164",2.4264203895621,0.770011687209396,"AZ",2023-05-30,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1
"165",1.78911192184153,0.419632458628494,"AZ",2023-05-31,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
"166",2.28361710023534,0.955017653686562,"AZ",2023-06-01,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
"167",0.902243383275255,0.589556301037454,"AZ",2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
"168",0.704841918643515,0.420521740493932,"AZ",2023-06-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"169",1.95766907383112,0.537887037942119,"CA",2023-04-23,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"170",2.48190281869835,0.317750993798694,"CA",2023-04-24,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0
"171",4.44995366870341,0.481324626135985,"CA",2023-04-25,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1
"172",5.17623421065562,0.283048751794603,"CA",2023-04-26,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
"173",3.21243642534212,0.338117607201097,"CA",2023-04-27,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0
"174",2.76748519433365,0.357189066849667,"CA",2023-04-28,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
"175",4.90567552510017,0.560402566324403,"CA",2023-04-29,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1
"176",2.08127860379053,0.373025995519628,"CA",2023-04-30,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0
"177",4.753530561335,0.500651277582169,"CA",2023-05-01,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"178",6.53332598411773,0.559535349255773,"CA",2023-05-02,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0
"179",2.84639859754062,0.383343943192559,"CA",2023-05-03,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
"180",1.78284054769771,0.468819186928602,"CA",2023-05-04,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
"181",3.4102280449132,0.404752548895955,"CA",2023-05-05,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
"182",1.94910525835223,0.378616779043665,"CA",2023-05-06,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
"183",1.32060920439691,0.548359819351931,"CA",2023-05-07,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
"184",9.64854133196164,0.745943707924278,"CA",2023-05-08,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1
"185",3.45328062875106,0.378867903530781,"CA",2023-05-09,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
"186",4.0749546276093,0.579573935455121,"CA",2023-05-10,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
"187",5.38661823448568,0.587341218251998,"CA",2023-05-11,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
"188",1.22516372143857,0.430499698990251,"CA",2023-05-12,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"189",1.55605002897924,0.84910894714092,"CA",2023-05-13,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1
"190",5.34521600482948,1.1646505825814,"CA",2023-05-14,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"191",6.25221982587184,0.771387383147613,"CA",2023-05-15,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0
"192",1.55860671449212,0.467120705493057,"CA",2023-05-16,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1
"193",1.7507040485061,0.64247966481494,"CA",2023-05-17,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0
"194",2.85447852943488,0.692663467996556,"CA",2023-05-18,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0
"195",1.14051131785696,0.442491916710929,"CA",2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"196",0.844317268127104,0.12006325449517,"CA",2023-05-20,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
"197",1.18537059667737,0.95362278912457,"CA",2023-05-21,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1
"198",2.26223964655805,0.600070036709052,"CA",2023-05-22,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0
"199",1.62264483621428,0.577680235238381,"CA",2023-05-23,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1
"200",1.53512852803539,0.549963693110636,"CA",2023-05-24,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0
"201",1.20399862105617,0.526851654975624,"CA",2023-05-25,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
"202",2.01025442248769,0.666427962920231,"CA",2023-05-26,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1
"203",1.42540287357668,0.655684967235416,"CA",2023-05-27,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
"204",2.13200232728834,0.961258726761972,"CA",2023-05-28,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0
"205",2.24151163565344,1.09325481982483,"CA",2023-05-29,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1
"206",1.46058127878263,0.563467068293537,"CA",2023-05-30,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"207",2.51304705307626,0.674330494361825,"CA",2023-05-31,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1
"208",2.02386775794008,0.638878880906286,"CA",2023-06-01,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0
"209",1.98568553247349,0.789319158920321,"CA",2023-06-02,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0
