"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","recombinant_50_CI","X24D_50_CI","X24G_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","X24D_95_CI","X24G_95_CI","other_95_CI"
"31",NA,NA,"AK",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.715681440757546,1.05132206803509,"AK",2024-06-13,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"34",NA,NA,"AK",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",0.683477648307016,0.773736907611559,"AK",2024-06-20,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"41",NA,NA,"AK",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.588313110604163,0.917387021587085,"AR",2024-06-10,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"115",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.174780843845252,0.243384664130846,"AZ",2024-05-12,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"128",1.28415250286423,0.844040222003049,"AZ",2024-05-13,1,1,1,1,0,0,1,0,0,0,1,0,0,1
"129",0.476873200871903,0.511268546278968,"AZ",2024-05-14,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"130",0.478562405921897,0.514110691646845,"AZ",2024-05-15,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"131",0.641127043268518,0.918218620455447,"AZ",2024-05-16,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"132",0.702344346154639,0.956966723649958,"AZ",2024-05-17,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"133",0.242911246878475,0.35893223839992,"AZ",2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134",0.273581946939273,0.380911668113233,"AZ",2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"135",0.541878101135301,0.805005651713742,"AZ",2024-05-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"136",0.765215214872999,0.426935910002082,"AZ",2024-05-21,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"137",0.374123884226897,0.600957274595419,"AZ",2024-05-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"138",NA,NA,"AZ",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",0.354061432511486,0.5004536322578,"AZ",2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"140",NA,NA,"AZ",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",0.885432914669312,0.691489266434114,"AZ",2024-05-26,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"142",1.91293506169765,0.912726956155023,"AZ",2024-05-27,1,1,0,1,0,1,1,0,1,0,1,0,0,1
"143",1.15108510151834,0.6042401794641,"AZ",2024-05-28,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"144",0.929057035350649,0.833717680514467,"AZ",2024-05-29,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"145",0.637428167677966,0.833649584034393,"AZ",2024-05-30,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"146",NA,NA,"AZ",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",0.738701144426262,0.771296149954146,"AZ",2024-06-01,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"148",1.30027473281491,0.501625481330663,"AZ",2024-06-02,1,1,0,1,1,1,1,1,0,0,1,1,1,1
"149",1.23646147038407,0.67312845318593,"AZ",2024-06-03,1,0,1,1,1,1,1,1,0,0,1,1,0,1
"150",1.15727060601909,0.730770689178623,"AZ",2024-06-04,1,1,1,1,0,1,1,1,0,0,1,0,1,1
"151",1.76405198666512,0.765918988188362,"AZ",2024-06-05,1,0,0,1,1,1,1,1,0,0,0,1,0,1
"152",3.34087215207331,0.760918118014838,"AZ",2024-06-06,0,1,0,1,1,1,1,0,0,0,1,1,0,1
"153",0.662817232199709,0.418241700218979,"AZ",2024-06-07,1,1,0,1,1,1,1,1,0,0,1,1,1,1
"154",2.78784599204353,0.877414799218829,"AZ",2024-06-08,0,1,0,0,1,1,1,0,0,0,0,1,0,1
"155",1.29967222657106,0.759548214642051,"AZ",2024-06-09,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"156",6.06066784025581,0.755786322301428,"AZ",2024-06-10,0,0,0,1,1,1,1,0,0,0,1,0,0,1
"157",6.87330427687552,0.844997104737258,"AZ",2024-06-11,0,1,0,1,1,0,1,0,0,0,1,1,0,1
"158",9.70841567130602,0.838863643058435,"AZ",2024-06-12,0,1,0,1,1,1,0,0,0,0,1,1,0,0
"159",2.8173540712547,0.816239872229978,"AZ",2024-06-13,0,0,0,1,1,0,1,0,1,0,1,1,0,1
"160",1.02251547979058,0.47078480268798,"AZ",2024-06-14,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"161",0.764402116169597,1.05526765768268,"AZ",2024-06-15,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"162",4.56608178759897,0.865735733850727,"AZ",2024-06-16,0,1,0,1,1,1,1,0,0,0,1,1,1,1
"163",4.42621910747624,0.713024066461093,"AZ",2024-06-17,0,1,0,1,1,1,0,0,1,0,1,1,0,0
"164",6.65767598700668,0.785414021068622,"AZ",2024-06-18,0,1,0,0,1,1,0,0,0,0,1,1,0,0
"165",4.18050545541062,0.788185245914762,"AZ",2024-06-19,0,1,0,1,1,1,1,0,0,0,1,1,0,1
"166",2.58185998865269,0.903770988759077,"AZ",2024-06-20,0,0,0,1,1,1,1,0,0,0,1,1,1,1
"167",1.93005068083211,0.752781017711859,"AZ",2024-06-21,0,1,1,1,1,1,1,0,0,0,1,1,1,1
"168",0.683079491640887,0.723404377282011,"AZ",2024-06-22,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"169",3.96033037421039,0.727360261148581,"CA",2024-05-12,0,1,0,1,1,1,1,0,0,0,0,1,1,1
"170",2.70649544488876,0.811464585192315,"CA",2024-05-13,1,0,1,0,1,0,1,0,0,1,0,1,0,1
"171",7.74327191769084,0.780548344412626,"CA",2024-05-14,1,0,0,1,1,0,1,0,0,0,0,0,0,1
"172",1.73005219747911,0.671183244794737,"CA",2024-05-15,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"173",4.02475695464717,0.616020236125535,"CA",2024-05-16,0,0,1,1,1,1,1,0,0,0,1,1,1,1
"174",4.79515452771412,0.638266159328649,"CA",2024-05-17,0,0,0,1,1,1,1,0,0,0,1,0,0,1
"175",4.22545055246297,0.598377966791165,"CA",2024-05-18,0,0,1,1,1,1,1,0,0,0,0,1,0,1
"176",4.74102917508789,0.801036446362523,"CA",2024-05-19,1,0,1,1,1,0,1,0,0,0,0,0,0,1
"177",7.06105795286479,0.594941093238727,"CA",2024-05-20,0,1,0,1,1,1,1,0,0,0,1,0,1,1
"178",9.49928148116741,0.701035691534113,"CA",2024-05-21,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"179",10.4856755371982,0.709392335009926,"CA",2024-05-22,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"180",3.97234810000711,0.647904916028561,"CA",2024-05-23,0,1,1,1,0,1,1,0,0,0,0,1,0,1
"181",6.28447462474534,0.783071223914781,"CA",2024-05-24,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"182",2.76960696419692,0.680596742673356,"CA",2024-05-25,0,1,0,1,1,1,0,0,0,0,0,1,1,0
"183",9.69482250275591,0.865740822529841,"CA",2024-05-26,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"184",6.69008599329956,0.751619432504539,"CA",2024-05-27,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"185",6.5872295071016,0.735468364761145,"CA",2024-05-28,0,1,0,0,1,1,1,0,0,0,0,0,0,1
"186",3.97016416985587,0.720971071088966,"CA",2024-05-29,0,1,1,1,0,0,1,0,0,0,1,1,0,1
"187",4.89188522542484,0.78114723961884,"CA",2024-05-30,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"188",21.5569108183304,0.843818195560294,"CA",2024-05-31,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"189",1.85367384119025,0.712210647010797,"CA",2024-06-01,1,1,1,1,1,0,1,0,0,1,1,1,0,1
"190",4.7935074100433,0.796233891285225,"CA",2024-06-02,1,1,0,1,1,0,0,1,0,0,1,0,0,0
"191",9.59391421856421,0.818769005948183,"CA",2024-06-03,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"192",10.4664567775601,0.818704273976509,"CA",2024-06-04,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"193",21.5879532723099,0.84803901570181,"CA",2024-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",20.2529611794702,0.798924241751593,"CA",2024-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",7.35493139053261,0.699147922049212,"CA",2024-06-07,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"196",8.19635045526657,0.905269556358587,"CA",2024-06-08,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"197",10.4741949028737,0.860369520074725,"CA",2024-06-09,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"198",12.1528381062333,0.803189876229702,"CA",2024-06-10,0,0,0,1,1,1,1,0,0,0,1,1,0,1
"199",18.4221972823152,0.875385155831205,"CA",2024-06-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"200",18.8598423813244,0.919820367182162,"CA",2024-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",14.7205780103132,0.888215882094325,"CA",2024-06-13,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"202",11.927547149891,0.985235676599883,"CA",2024-06-14,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"203",5.35180019892125,0.885637818418842,"CA",2024-06-15,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"204",7.42257954693545,0.833126460509426,"CA",2024-06-16,0,0,1,1,0,1,0,0,0,0,1,0,0,0
"205",10.5916313312231,0.907988339209557,"CA",2024-06-17,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"206",13.3101432302263,0.810046755864321,"CA",2024-06-18,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"207",26.3332554240694,0.941175806540328,"CA",2024-06-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"208",13.4026164678041,0.84990782290605,"CA",2024-06-20,0,1,0,1,1,1,0,0,1,0,0,0,0,0
"209",15.5562948214349,0.866361823729794,"CA",2024-06-21,0,1,0,1,0,1,0,0,0,0,1,0,0,0
"210",3.56452401824154,0.747147389236245,"CA",2024-06-22,0,0,1,1,0,0,1,0,0,1,1,0,0,1
"211",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.315632300278591,0.586110137879057,"CO",2024-05-13,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"213",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",0.348860181303205,0.633674894721031,"CO",2024-05-15,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"215",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.835729801515463,1.15244174508906,"CO",2024-05-20,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"220",NA,NA,"CO",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",0.651846953399035,0.849696507897016,"CO",2024-05-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"222",NA,NA,"CO",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",0.494051618790775,0.840617603297801,"CO",2024-05-24,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"224",NA,NA,"CO",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,"CO",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
