...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,recombinant_50_CI,X24C_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,recombinant_95_CI,X24C_95_CI,other_95_CI
45,0.0270121436763831,0.0233002680114164,AL,2024-03-26,1,1,1,1,1,1,1,1,1,1
46,NA,NA,AL,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0414740329720222,0.0387639732266574,AL,2024-04-01,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.00697451943851991,0.00111334017857542,AR,2024-03-27,1,1,1,1,1,1,1,1,1,1
89,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.00650500200401782,0.00130717966444789,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1
128,0.00663728291657135,0.001385591520642205,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1
129,0.00804497935248584,0.001473149169319345,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1
130,0.0143137200337073,0.001570873369215645,AZ,2024-03-27,1,1,1,1,1,1,1,1,1,1
131,0.018929523614939,0.001679928099769855,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1
132,1.12060313759041,0.308731135483517,AZ,2024-03-29,0,0,1,1,1,0,0,1,1,1
133,2.33441060677393,0.313420307968897,AZ,2024-03-30,0,1,0,1,1,0,1,0,1,1
134,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,0.672725594111552,0.103460976997273,AZ,2024-04-01,1,1,1,1,1,0,0,1,1,1
136,0.974859409929298,0.1058688007173135,AZ,2024-04-02,1,1,1,0,1,0,1,1,0,1
137,0.0487524133282002,0.002661211668706555,AZ,2024-04-03,1,1,1,1,1,1,1,1,1,1
138,1.05865014021426,0.187550614267207,AZ,2024-04-04,1,1,1,0,1,0,1,1,0,1
139,1.04517239545873,0.3012711129872035,AZ,2024-04-05,0,0,1,1,1,0,0,1,1,1
140,0.0621929367036796,0.00346622837544415,AZ,2024-04-06,1,1,1,1,1,1,1,1,1,1
141,1.11295025323645,0.2311578236037965,AZ,2024-04-07,0,1,1,0,1,0,1,1,0,1
142,1.07639122702774,0.1886817749953655,AZ,2024-04-08,1,1,1,1,0,0,1,1,1,0
143,0.00755280550521593,0.004609176056134385,AZ,2024-04-09,1,1,1,1,1,0,0,1,1,1
144,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,0.0278007734925798,0.0062443909622931,AZ,2024-04-12,1,1,1,1,1,1,1,1,1,1
147,0.0484757567934679,0.00693502611110865,AZ,2024-04-13,1,1,1,1,1,1,1,1,1,1
148,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,1.59539302246109,0.2459457422860115,AZ,2024-04-15,0,0,1,1,1,0,0,1,1,1
150,0.611164755780659,0.146605657299067,AZ,2024-04-16,1,1,1,1,1,1,0,0,1,1
151,0.996177022260065,0.160197855995203,AZ,2024-04-17,1,1,1,0,1,0,0,1,0,1
152,0.012944763400867,0.01197273970373235,AZ,2024-04-18,1,1,1,1,1,1,1,1,1,1
153,0.0173161399398859,0.0133956474762907,AZ,2024-04-19,1,1,1,1,1,1,1,1,1,1
154,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,0.935113961923954,0.2771699963957295,AZ,2024-04-21,1,1,1,0,1,0,1,1,0,1
156,1.14881893516506,0.2172221179736145,AZ,2024-04-22,1,1,0,1,1,1,0,0,0,1
157,0.205881795999854,0.02105711542057835,AZ,2024-04-23,1,1,1,1,1,1,1,1,1,1
158,NA,NA,AZ,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,0.0954352999599637,0.02635823932770725,AZ,2024-04-25,1,1,1,1,1,1,1,1,1,1
160,NA,NA,AZ,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,0.920547450332808,0.3731788300165535,AZ,2024-04-27,1,1,1,0,1,0,1,1,0,1
162,0.208208824460242,0.036627649948725353,AZ,2024-04-28,1,1,1,1,1,1,1,1,1,1
163,1.01877959398231,0.301195137317416,AZ,2024-04-29,1,1,1,0,1,0,0,1,0,1
164,1.48317219896346,0.2930127933772305,AZ,2024-04-30,1,1,1,0,1,0,1,1,0,1
165,0.153314657677179,0.050136692441422,AZ,2024-05-01,1,1,1,1,1,1,1,1,1,1
166,0.184603528993842,0.0554288499849105,AZ,2024-05-02,1,1,1,1,1,0,1,1,0,1
167,0.299423437710017,0.0611313368459785,AZ,2024-05-03,1,1,1,1,1,1,1,1,1,1
168,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,0.37419689018503,0.0067554519108345,CA,2024-03-24,1,1,1,1,1,0,1,1,0,1
170,2.09893259744711,0.178741610703531,CA,2024-03-25,0,1,0,1,1,0,0,0,0,1
171,1.70100076716765,0.154751295562548,CA,2024-03-26,1,0,1,1,1,0,0,1,1,1
172,3.32773197660715,0.2535972213007215,CA,2024-03-27,0,0,0,1,1,0,0,0,0,1
173,2.95205623168415,0.216861089453108,CA,2024-03-28,0,0,1,1,0,0,0,1,1,0
174,0.923587006215954,0.107908701372898,CA,2024-03-29,1,1,1,1,0,1,0,1,1,0
175,1.11497917422564,0.197032588937051,CA,2024-03-30,1,1,1,1,0,0,0,1,1,0
176,0.641478457470532,0.209886691210638,CA,2024-03-31,1,1,1,1,1,0,0,1,1,1
177,1.23299553585773,0.185135060668581,CA,2024-04-01,1,1,0,1,1,0,0,0,0,1
178,0.923531758727584,0.137056029274036,CA,2024-04-02,1,1,1,1,0,1,0,1,1,0
179,2.30137056033228,0.283961550325075,CA,2024-04-03,0,1,1,1,0,0,0,1,0,0
180,1.92919575732846,0.3305126303899065,CA,2024-04-04,0,0,1,1,0,0,0,1,1,0
181,3.8477535609578,0.2119890285183625,CA,2024-04-05,1,1,0,1,1,0,0,0,0,1
182,1.30814695006857,0.104987597869571,CA,2024-04-06,1,1,1,1,0,1,1,1,0,0
183,1.94831790129006,0.171035589082117,CA,2024-04-07,1,1,1,1,0,0,1,1,0,0
184,1.46175836448787,0.1865426038137325,CA,2024-04-08,1,1,0,1,0,0,1,0,0,0
185,0.639473487118599,0.205210552043771,CA,2024-04-09,1,1,1,1,1,0,0,1,0,1
186,1.80311765731747,0.3332752656034885,CA,2024-04-10,1,0,1,1,1,0,1,1,0,1
187,1.45249293964997,0.240257290311084,CA,2024-04-11,1,0,1,1,1,0,0,1,0,1
188,1.09594214060115,0.256014497404101,CA,2024-04-12,1,1,1,1,1,0,1,1,0,1
189,2.03480832807356,0.1523096060180965,CA,2024-04-13,1,1,1,1,0,0,1,1,0,0
190,0.957095604247219,0.1529488570134245,CA,2024-04-14,1,1,1,1,1,0,0,1,0,1
191,2.53906640013092,0.222789681194405,CA,2024-04-15,1,1,1,0,0,0,0,1,0,0
192,2.93489282244854,0.1789689595378405,CA,2024-04-16,1,1,0,1,1,0,0,0,0,1
193,5.89012656932039,0.2551797115799935,CA,2024-04-17,1,0,0,0,0,0,0,0,0,0
194,4.43906990644935,0.2345323464349895,CA,2024-04-18,1,1,0,0,1,0,0,0,0,1
195,3.93996777435058,0.206013417738981,CA,2024-04-19,0,1,0,0,1,0,0,0,0,1
196,0.255111837001053,0.094588518108972,CA,2024-04-20,1,1,1,1,1,0,1,1,0,1
197,2.70926556977985,0.2896711872927325,CA,2024-04-21,1,0,1,0,0,0,0,1,0,0
198,5.89192578662134,0.3773122905567125,CA,2024-04-22,1,0,0,0,0,0,0,0,0,0
199,2.55625123153417,0.2860981193269895,CA,2024-04-23,1,1,1,0,0,0,0,1,0,0
200,6.89739215612673,0.379584027369558,CA,2024-04-24,1,0,0,0,1,0,0,0,0,1
201,8.03764815659383,0.3284697376422835,CA,2024-04-25,1,1,1,0,0,0,0,1,0,0
202,3.07865336838015,0.284102282870024,CA,2024-04-26,1,0,1,0,1,0,0,1,0,1
203,6.7880787296177,0.4294586423564805,CA,2024-04-27,1,0,1,0,0,0,0,1,0,0
204,1.79708325063406,0.3814342948726255,CA,2024-04-28,1,1,1,1,0,0,0,1,0,0
205,3.35250320012803,0.297877828856721,CA,2024-04-29,0,1,0,0,1,0,0,0,0,1
206,7.4053223998829,0.365812226818076,CA,2024-04-30,0,1,0,0,0,0,1,0,0,0
207,3.88718138175383,0.3927394512194715,CA,2024-05-01,1,1,1,0,0,0,0,1,0,0
208,6.82816187895243,0.3357984492349825,CA,2024-05-02,0,1,1,0,0,0,0,1,0,0
209,7.80709012254293,0.3400217445165525,CA,2024-05-03,0,1,1,0,0,0,0,1,0,0
210,3.0141027179966,0.274307594201082,CA,2024-05-04,0,1,1,0,1,0,1,1,0,1
211,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1.32124319106125,0.88788531437747,CO,2024-03-25,0,1,1,1,0,0,1,1,1,0
213,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,0.00418649640350781,0.012563419778183,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,0.0243308114126864,0.0155419486996429,CO,2024-04-02,1,1,1,1,1,1,1,1,1,1
221,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,1.08541782065191,0.417623318689103,CO,2024-04-04,0,0,1,1,1,0,0,1,1,1
223,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,0.00902989499666387,0.0191708754845996,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1
225,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.927962899170096,0.38559373640413,CO,2024-04-15,1,0,1,1,1,0,0,1,1,1
234,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.976753858630713,0.3672328788890925,CO,2024-04-17,1,1,1,0,1,1,0,1,0,1
236,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.0408175267451926,0.06862629248342,CO,2024-04-22,1,1,1,1,1,1,1,1,1,1
241,0.0441723524389772,0.075595506813337,CO,2024-04-23,1,1,1,1,1,1,1,1,1,1
242,NA,NA,CO,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.0760019580696072,0.1338167836662295,CO,2024-04-29,1,1,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,6.3288885520355e-4,1.2005364835617e-4,CT,2024-03-24,1,1,1,1,1,1,1,1,1,1
254,NA,NA,CT,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,0.00241083054060971,1.2507579982523e-4,CT,2024-03-26,1,1,1,1,1,1,1,1,1,1
256,NA,NA,CT,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,NA,NA,CT,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,NA,NA,CT,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,NA,NA,CT,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,NA,NA,CT,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,NA,NA,CT,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,NA,NA,CT,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,NA,NA,CT,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,0.00473628606680106,2.1426058881867e-4,CT,2024-04-10,1,1,1,1,1,1,1,1,1,1
271,0.00601356132542602,2.26120028521925e-4,CT,2024-04-11,1,1,1,1,1,0,1,1,0,1
272,0.00665790530715167,2.3931793543561e-4,CT,2024-04-12,1,1,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,NA,NA,CT,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,0.0123561960014584,3.5983721992688e-4,CT,2024-04-18,1,1,1,1,1,0,1,1,0,1
279,0.0138530420589076,3.89988782866515e-4,CT,2024-04-19,1,1,1,1,1,1,1,1,1,1
280,NA,NA,CT,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,0.952975977547547,0.3214619505018125,CT,2024-04-22,1,0,1,1,1,0,0,1,0,1
283,1.17050339777724,0.96168754364959,CT,2024-04-23,0,0,1,1,1,1,0,1,0,1
284,NA,NA,CT,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
