"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","recombinant_50_CI","X24D_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","recombinant_95_CI","X24D_95_CI","other_95_CI"
"42",NA,NA,"AK",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2.02860632564681,1.26906853225367,"AL",2024-05-06,1,0,1,1,0,0,0,1,1,0
"73",NA,NA,"AL",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",0.174521547819541,0.167866052406168,"AR",2024-05-08,1,1,1,1,1,0,0,1,1,1
"117",NA,NA,"AR",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.07611615318848,0.466623853816754,"AZ",2024-04-07,1,1,1,1,0,0,1,1,1,0
"128",1.04554329951758,0.375434382087244,"AZ",2024-04-08,1,1,1,1,0,0,1,1,1,0
"129",0.00818593477514576,0.013922763441364,"AZ",2024-04-09,1,1,1,1,1,1,1,1,1,1
"130",NA,NA,"AZ",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,NA,"AZ",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",0.0343214600063307,0.017449020038793,"AZ",2024-04-12,1,1,1,1,1,1,1,1,1,1
"133",0.0805956847418546,0.0188393493062502,"AZ",2024-04-13,1,1,1,1,1,0,0,1,1,1
"134",NA,NA,"AZ",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1.45151515648362,0.478111603698857,"AZ",2024-04-15,0,0,1,1,1,0,0,1,1,1
"136",0.479691456958148,0.286995601439015,"AZ",2024-04-16,1,1,1,1,1,0,0,1,1,1
"137",1.03808819433498,0.32626885665039,"AZ",2024-04-17,1,1,1,1,0,1,1,0,1,0
"138",0.0196713004976129,0.0278511343323351,"AZ",2024-04-18,1,1,1,1,1,0,1,0,1,1
"139",0.017582789911734,0.0301484578986479,"AZ",2024-04-19,1,1,1,1,1,1,1,1,1,1
"140",NA,NA,"AZ",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1.05692973161423,0.603498585442539,"AZ",2024-04-21,1,1,1,1,0,0,1,1,1,0
"142",1.00809595885687,0.424009549064807,"AZ",2024-04-22,1,1,0,1,1,0,0,0,1,0
"143",0.273693703569461,0.0414597506049702,"AZ",2024-04-23,1,1,1,1,1,1,1,1,1,1
"144",NA,NA,"AZ",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",0.108673132339436,0.0486247536644749,"AZ",2024-04-25,1,1,1,1,1,1,1,1,1,1
"146",NA,NA,"AZ",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",1.09093307074459,0.872528935774038,"AZ",2024-04-27,1,1,1,1,0,0,1,1,1,0
"148",0.271966395787551,0.0616907066593711,"AZ",2024-04-28,1,1,1,1,1,1,1,1,1,1
"149",1.21277582132347,0.643302810122896,"AZ",2024-04-29,0,1,1,1,0,0,0,1,1,0
"150",1.98916361865211,0.70736368539695,"AZ",2024-04-30,1,1,1,1,0,0,1,1,1,0
"151",0.17001145102766,0.0780633118248122,"AZ",2024-05-01,1,1,1,1,1,1,1,1,1,1
"152",0.182795184187177,0.0843658626656586,"AZ",2024-05-02,1,1,1,1,1,1,1,1,1,1
"153",0.3240271623087,0.0911324100074471,"AZ",2024-05-03,1,1,1,1,1,1,1,1,1,1
"154",NA,NA,"AZ",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,"AZ",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",0.853993876080915,0.114473119339983,"AZ",2024-05-06,1,1,1,1,1,1,1,1,1,1
"157",0.657163627618073,0.123353536942425,"AZ",2024-05-07,1,1,1,1,1,1,1,1,1,1
"158",0.817344605521067,0.241415455476088,"AZ",2024-05-08,1,1,1,1,1,1,1,1,1,1
"159",0.340393929016821,0.455783851550289,"AZ",2024-05-09,1,1,1,1,1,0,0,1,1,1
"160",2.11811524114062,0.838352704491349,"AZ",2024-05-10,0,0,1,1,0,0,0,1,1,0
"161",1.5086519005153,1.28974408891794,"AZ",2024-05-11,0,1,1,1,0,0,1,1,1,0
"162",0.120638879731295,0.17714879272738,"AZ",2024-05-12,1,1,1,1,1,0,0,1,1,1
"163",2.41687811543874,0.999447205514828,"AZ",2024-05-13,0,1,1,0,0,0,1,1,0,0
"164",1.02114523671722,0.645943549461659,"AZ",2024-05-14,1,1,1,1,0,0,1,1,1,0
"165",1.04925099817627,0.652861814485087,"AZ",2024-05-15,1,1,1,1,0,1,0,1,1,0
"166",1.07584954658622,1.51560358354674,"AZ",2024-05-16,1,1,1,1,0,1,0,1,1,0
"167",0.650775020366802,0.844289264941402,"AZ",2024-05-17,1,1,1,1,1,0,0,1,1,1
"168",0.179457167288527,0.265261291548317,"AZ",2024-05-18,1,1,1,1,1,1,1,1,1,1
"169",1.98491222620028,0.345637226708103,"CA",2024-04-07,1,1,1,1,0,0,0,1,0,0
"170",1.49748440327935,0.379620665950709,"CA",2024-04-08,1,0,1,0,1,1,0,0,0,1
"171",0.93063941312888,0.426430560704232,"CA",2024-04-09,1,1,1,1,0,0,1,1,1,0
"172",1.72178190113954,0.655599852291208,"CA",2024-04-10,0,1,1,1,0,0,0,0,1,0
"173",1.1150948144721,0.476869377295709,"CA",2024-04-11,1,1,1,1,0,0,0,0,1,0
"174",0.994057215737595,0.517199268413684,"CA",2024-04-12,1,1,1,1,0,0,0,1,1,0
"175",1.90296326099097,0.304201126827768,"CA",2024-04-13,1,0,1,1,0,0,0,1,0,0
"176",0.586812754495985,0.289438656231306,"CA",2024-04-14,1,1,1,1,1,0,1,0,0,1
"177",1.10263040042601,0.423397066772414,"CA",2024-04-15,1,1,1,0,1,0,0,1,0,1
"178",2.72202165714737,0.360759367597622,"CA",2024-04-16,0,0,0,1,1,0,0,0,0,1
"179",5.79727703665887,0.498026908049236,"CA",2024-04-17,1,0,0,1,1,0,0,0,0,1
"180",2.00025123316882,0.438490888849096,"CA",2024-04-18,1,1,0,1,1,0,0,0,0,1
"181",2.94170134879582,0.397915830520549,"CA",2024-04-19,0,0,0,1,1,0,0,0,0,1
"182",0.166086654860536,0.179147476647919,"CA",2024-04-20,1,1,1,1,1,1,1,1,1,1
"183",1.3022642697973,0.495494470619484,"CA",2024-04-21,1,1,1,1,0,0,0,1,0,0
"184",2.71101080936285,0.70308373665113,"CA",2024-04-22,1,1,0,1,0,1,0,0,0,0
"185",1.67522982582922,0.546270965828521,"CA",2024-04-23,1,1,1,1,0,0,0,1,0,0
"186",4.17546872667695,0.731956735546944,"CA",2024-04-24,1,1,0,1,0,0,1,0,0,0
"187",4.46890518630259,0.591590831610476,"CA",2024-04-25,1,0,1,1,0,0,0,1,0,0
"188",1.00482646282233,0.45048094883104,"CA",2024-04-26,1,1,1,1,1,0,0,1,0,1
"189",3.32281668246557,0.80105634628325,"CA",2024-04-27,1,1,1,0,0,1,0,1,0,0
"190",4.67650793059838,1.01035544854055,"CA",2024-04-28,0,0,1,1,0,0,0,0,0,0
"191",2.28374366926716,0.515613143706332,"CA",2024-04-29,0,0,0,1,1,0,1,0,0,1
"192",4.0609767036694,0.668547556909358,"CA",2024-04-30,1,0,0,1,0,0,0,0,0,0
"193",1.57685210088999,0.653512987628307,"CA",2024-05-01,1,1,1,1,1,0,0,0,1,1
"194",4.1861875903476,0.607062139331996,"CA",2024-05-02,0,0,1,1,0,0,1,0,0,0
"195",6.62084049083652,0.583745984931492,"CA",2024-05-03,0,0,1,1,0,0,0,0,0,0
"196",2.84998632974719,0.616925069689756,"CA",2024-05-04,0,0,1,1,0,0,0,1,0,0
"197",3.38834199608358,0.490558601246411,"CA",2024-05-05,0,0,1,1,1,0,0,1,0,1
"198",7.39708415204086,0.622632181577022,"CA",2024-05-06,0,0,1,1,0,0,0,1,0,0
"199",8.47330830484896,0.816340997806958,"CA",2024-05-07,0,1,1,1,0,0,0,1,0,0
"200",5.79850854382387,0.665445619208979,"CA",2024-05-08,0,0,1,1,0,0,0,1,0,0
"201",10.6547332151976,0.737135130177626,"CA",2024-05-09,0,0,1,1,0,0,1,1,0,0
"202",3.44680877416795,0.674705579882956,"CA",2024-05-10,1,1,0,1,0,0,0,0,0,0
"203",6.72399995232285,0.895495623271681,"CA",2024-05-11,1,0,1,1,0,0,0,0,0,0
"204",6.67546497683426,0.808779697864952,"CA",2024-05-12,1,1,1,1,0,0,0,1,0,0
"205",6.47768852772437,0.974494713474126,"CA",2024-05-13,1,0,0,1,0,0,0,0,0,0
"206",15.9596611157276,1.0240632542435,"CA",2024-05-14,0,0,1,1,0,0,0,0,0,0
"207",8.48178792475516,0.757597374390241,"CA",2024-05-15,0,1,0,1,0,0,0,0,0,0
"208",11.7868599460687,0.784200594344187,"CA",2024-05-16,0,0,1,1,0,0,0,1,0,0
"209",9.56912963522472,0.781901900899972,"CA",2024-05-17,0,0,0,1,0,0,0,0,0,0
"210",6.32242921626967,0.89887389707753,"CA",2024-05-18,0,0,1,1,0,0,1,1,0,0
"211",NA,NA,"CO",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,NA,"CO",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,"CO",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,"CO",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.705276397726657,0.641014078517914,"CO",2024-04-15,1,1,1,1,1,0,0,1,1,1
"220",NA,NA,"CO",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",1.04195354408911,0.865177487214877,"CO",2024-04-17,1,1,1,1,0,0,1,1,1,0
"222",NA,NA,"CO",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,"CO",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.062775285333547,0.18616186273667,"CO",2024-04-22,1,1,1,1,1,1,1,1,1,1
"227",0.0701012509934314,0.199595075450395,"CO",2024-04-23,1,1,1,1,1,1,1,1,1,1
"228",NA,NA,"CO",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,"CO",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"CO",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.103395571761724,0.29592647242543,"CO",2024-04-29,1,1,1,1,1,1,1,1,1,1
"234",NA,NA,"CO",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,"CO",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,"CO",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,"CO",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"CO",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.612656958538382,0.560359635577606,"CO",2024-05-06,1,1,1,1,1,0,0,1,1,1
"241",NA,NA,"CO",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",0.208025653031055,0.54384404758937,"CO",2024-05-10,1,1,1,1,1,1,1,1,1,1
"245",NA,NA,"CO",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.243577907183307,0.625624487294636,"CO",2024-05-13,1,1,1,1,1,0,0,1,1,1
"248",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0.279181271013174,0.682699354093519,"CO",2024-05-15,1,1,1,1,1,0,0,1,1,1
"250",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"CT",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"CT",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"CT",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",0.00256172059331115,0.00479608837726218,"CT",2024-04-10,1,1,1,1,1,1,1,1,1,1
"257",0.00410885608291414,0.00530063675874029,"CT",2024-04-11,1,1,1,1,1,1,1,1,1,1
"258",0.0033574419932187,0.00587065947312551,"CT",2024-04-12,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"CT",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"CT",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,"CT",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,"CT",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",0.00596891460615649,0.0115437386222417,"CT",2024-04-18,1,1,1,1,1,1,1,1,1,1
"265",0.00769480669143149,0.0131126084300453,"CT",2024-04-19,1,1,1,1,1,1,1,1,1,1
"266",NA,NA,"CT",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,"CT",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",0.868299365023804,0.558692885680799,"CT",2024-04-22,0,0,1,1,1,0,0,1,1,1
"269",1.14200888955823,1.61310198485392,"CT",2024-04-23,0,0,1,1,1,0,0,1,1,1
"270",NA,NA,"CT",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1.27484365016602,1.638809334479,"CT",2024-04-25,0,1,1,0,1,0,1,1,0,1
"272",NA,NA,"CT",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,"CT",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",NA,NA,"CT",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
