"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","X23H_50_CI","X23I_50_CI","X24A_50_CI","other_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","X23H_95_CI","X23I_95_CI","X24A_95_CI","other_95_CI"
"47",NA,NA,"AL",2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.204193318078619,0.307012918790488,"AL",2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"52",NA,NA,"AL",2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",0.213165555606175,0.312559177336298,"AL",2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56",NA,NA,"AL",2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",0.661597728007905,0.934755697005958,"AL",2023-12-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"58",NA,NA,"AL",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",0.685717621150531,0.954344168736223,"AL",2023-12-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"62",NA,NA,"AL",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.267544683409701,0.370785393094067,"AL",2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"66",NA,NA,"AL",2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.853072818190216,0.836406924893608,"AL",2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"70",NA,NA,"AL",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.886745674903215,1.25284445677609,"AL",2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"73",NA,NA,"AL",2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",0.521095978283602,0.705023311926966,"AL",2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"83",NA,NA,"AL",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.440600002983305,0.612723034097272,"AR",2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"87",0.638752644214483,0.740537653913487,"AR",2023-11-21,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
"88",NA,NA,"AR",2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.353987143939751,0.533158521202453,"AR",2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"94",1.2368128438053,0.985541474245719,"AR",2023-11-28,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
"95",0.894575284375551,0.547852781976767,"AR",2023-11-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
"96",NA,NA,"AR",2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.639448089009692,0.90782367174868,"AR",2023-12-01,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
"98",NA,NA,"AR",2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",0.473362141174426,0.651048098446987,"AR",2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"102",NA,NA,"AR",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",1.6538151564692,1.16608274053302,"AR",2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1
"104",NA,NA,"AR",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",0.507653680474631,0.704389604687775,"AR",2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"107",NA,NA,"AR",2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",0.885297959480505,0.883125018151463,"AR",2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
"109",0.842739237967038,1.18231358383552,"AR",2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"110",2.38526482782931,0.799671908100575,"AR",2023-12-14,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
"111",0.347622079813996,0.497184736974445,"AR",2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"112",NA,NA,"AR",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2.01940083506616,1.06945899105345,"AR",2023-12-18,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1
"115",1.40088687097629,0.88265613436659,"AR",2023-12-19,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"116",NA,NA,"AR",2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2.5109581435833,1.01992554554292,"AR",2023-12-21,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
"118",1.4685736835156,0.962585885774048,"AR",2023-12-22,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"119",NA,NA,"AR",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",0.818798163236554,0.780643835355897,"AR",2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
"124",2.20705676494564,0.905087011182384,"AR",2023-12-28,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"125",NA,NA,"AR",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2.26972359705573,0.794797624434404,"AZ",2023-11-19,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1
"128",4.01697586810782,0.608803863949908,"AZ",2023-11-20,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"129",2.26274938986221,0.766745342682351,"AZ",2023-11-21,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
"130",1.76556475355203,0.790709966862779,"AZ",2023-11-22,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
"131",0.932843561118118,0.854411109971867,"AZ",2023-11-23,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1
"132",2.21157797642876,0.662992670410576,"AZ",2023-11-24,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
"133",1.75760391804513,0.76015068869452,"AZ",2023-11-25,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"134",3.73026195820674,0.918326821395383,"AZ",2023-11-26,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0
"135",2.27098450223951,0.649721403366942,"AZ",2023-11-27,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0
"136",3.98836556045721,0.700235455108617,"AZ",2023-11-28,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
"137",2.90758482161493,0.683073306882325,"AZ",2023-11-29,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
"138",0.802522773956763,0.706010629089785,"AZ",2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"139",1.14485777773208,0.67147515693615,"AZ",2023-12-01,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
"140",1.27021419141633,0.63616899570707,"AZ",2023-12-02,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
"141",2.70885478947817,0.664445624430474,"AZ",2023-12-03,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0
"142",2.30931263474655,0.726975725516779,"AZ",2023-12-04,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1
"143",4.92749802522407,0.616810034861539,"AZ",2023-12-05,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
"144",2.84917202791884,0.81651420050328,"AZ",2023-12-06,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
"145",1.82797591008631,0.611955317828253,"AZ",2023-12-07,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0
"146",0.829364228216793,0.639382248169919,"AZ",2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
"147",1.23697002833393,0.435747606671174,"AZ",2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"148",1.13127403525103,0.939827199662025,"AZ",2023-12-10,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1
"149",2.01158869775325,0.813129325523385,"AZ",2023-12-11,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
"150",3.98138950859566,0.993989570589554,"AZ",2023-12-12,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0
"151",3.69235270507051,0.890814699501574,"AZ",2023-12-13,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1
"152",2.58035307980963,0.838710032180759,"AZ",2023-12-14,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0
"153",1.29486644893988,0.776435825112781,"AZ",2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"154",1.44518700288279,0.749329927970127,"AZ",2023-12-16,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0
"155",2.49116481545025,0.587413146710113,"AZ",2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"156",6.30370378786417,0.850049884268899,"AZ",2023-12-18,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"157",2.55070850480663,0.712891790216028,"AZ",2023-12-19,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1
"158",0.852302232183227,0.676094461916534,"AZ",2023-12-20,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
"159",2.42055921522533,0.859906364497401,"AZ",2023-12-21,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
"160",1.10045755765163,0.794378586673126,"AZ",2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1
"161",1.62883103647798,0.813270328020322,"AZ",2023-12-23,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"162",1.8530586661259,0.645986982987546,"AZ",2023-12-24,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1
"163",1.58583450847585,0.648919894149755,"AZ",2023-12-25,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1
"164",2.59289992518442,0.59722517744824,"AZ",2023-12-26,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1
"165",1.7830933825809,0.640436441365804,"AZ",2023-12-27,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
"166",1.28280394570269,0.656720029552852,"AZ",2023-12-28,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1
"167",0.881996855368425,0.712875512133446,"AZ",2023-12-29,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
"168",0.357357930120387,0.152158809829375,"AZ",2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"169",0.662784031187773,0.716152050295124,"CA",2023-11-19,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"170",1.94029168116893,0.57895179634451,"CA",2023-11-20,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
"171",1.88379630876672,0.694366883319698,"CA",2023-11-21,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
"172",1.75010467670224,0.609632252258961,"CA",2023-11-22,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
"173",0.976265965716507,0.87082504834125,"CA",2023-11-23,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"174",1.43168009719643,0.682403178107151,"CA",2023-11-24,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
"175",1.80837787216493,0.630089523522204,"CA",2023-11-25,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0
"176",1.1283853824627,0.509343780420195,"CA",2023-11-26,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
"177",2.2896221896076,0.742813947768136,"CA",2023-11-27,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"178",2.67736533893983,0.703173767913179,"CA",2023-11-28,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"179",2.46224343694571,0.656008090214184,"CA",2023-11-29,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"180",3.27783628630132,0.593707722237951,"CA",2023-11-30,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
