"","es_score","brier_score","location","target_date","X22D_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","X23E_50_CI","X23G_50_CI","other_50_CI","X22D_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","X23E_95_CI","X23G_95_CI","other_95_CI"
"31",NA,NA,"AK",2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.0504961073705325,0.0850390997122752,"AL",2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"48",NA,NA,"AL",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",0.664932307291636,0.664715151046539,"AL",2023-05-03,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"54",NA,NA,"AL",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.555239778484125,0.692931265666017,"AL",2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"70",NA,NA,"AL",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.196009858177324,0.285191449580989,"AL",2023-05-23,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"74",NA,NA,"AL",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.69119554350776,0.393925097011705,"AL",2023-05-31,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"82",NA,NA,"AL",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.00861770831090042,0.00907512187903056,"AR",2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"86",0.0102040882283042,0.00963277161446679,"AR",2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"87",NA,NA,"AR",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",0.105012245556748,0.0141500404151595,"AR",2023-04-30,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"93",NA,NA,"AR",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1.23017956144085,1.78998616821141,"AR",2023-05-02,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
"95",0.0171534205229417,0.0173565499224992,"AR",2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.09305134744544,1.61268122398162,"AR",2023-05-08,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"101",0.0912676635024919,0.0264503093703433,"AR",2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"102",2.14541640417261,1.17006750095906,"AR",2023-05-10,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1
"103",NA,NA,"AR",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",0.421150262790006,0.0717531114037094,"AR",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"116",NA,NA,"AR",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.0978723889560526,0.0885432848214833,"AR",2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.80202946005347,1.22479835827007,"AR",2023-05-29,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"122",0.792399924342946,1.20190329991824,"AR",2023-05-30,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"123",0.139324911782398,0.124882173061217,"AR",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124",NA,NA,"AR",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.80574108933824,0.150560907205225,"AZ",2023-04-23,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1
"128",1.12887449830434,0.091676347173436,"AZ",2023-04-24,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"129",1.38438938715868,0.265719610969428,"AZ",2023-04-25,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1
"130",1.21047377339629,0.193767613289591,"AZ",2023-04-26,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
"131",0.60551223841574,0.147210094455807,"AZ",2023-04-27,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"132",0.650694141776079,0.0264494611330592,"AZ",2023-04-28,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"133",0.353342326005642,0.0279867640653714,"AZ",2023-04-29,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"134",1.6205176275234,0.418153063456308,"AZ",2023-04-30,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
"135",1.48662283732617,0.180956204296024,"AZ",2023-05-01,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1
"136",3.44722512237459,0.423130492990494,"AZ",2023-05-02,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0
"137",1.34697392299957,0.283774281409436,"AZ",2023-05-03,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"138",1.18837677448447,0.149316940603848,"AZ",2023-05-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"139",1.36168333703174,0.502109954532923,"AZ",2023-05-05,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"140",0.712480652610375,0.042218378428468,"AZ",2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"141",3.6598801918245,0.62241803792344,"AZ",2023-05-07,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
"142",6.33752152277273,0.627300736610351,"AZ",2023-05-08,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0
"143",2.56383668253152,0.203254914089106,"AZ",2023-05-09,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
"144",1.79171598043005,0.287357180958978,"AZ",2023-05-10,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1
"145",0.142625320337355,0.0572794980483951,"AZ",2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"146",0.971545481147569,0.28487102981697,"AZ",2023-05-12,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"147",NA,NA,"AZ",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",1.57591971136945,0.762760628506963,"AZ",2023-05-14,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
"149",2.17096947408512,0.425334922321682,"AZ",2023-05-15,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0
"150",1.52581998902207,0.39128515935366,"AZ",2023-05-16,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"151",1.01519214871969,0.357209901492267,"AZ",2023-05-17,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"152",1.26445017331364,0.520533816981145,"AZ",2023-05-18,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
"153",0.94455533125812,1.33650958281557,"AZ",2023-05-19,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"154",1.80677170761329,1.32120542686438,"AZ",2023-05-20,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
"155",1.23980904604889,0.40154804208741,"AZ",2023-05-21,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
"156",1.21827898230771,0.402605822139021,"AZ",2023-05-22,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
"157",1.36826857682811,0.352473647816085,"AZ",2023-05-23,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"158",1.17537638682382,0.550383327890304,"AZ",2023-05-24,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1
"159",0.545505443386809,0.137052812908527,"AZ",2023-05-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"160",0.966446506947771,0.57847411662574,"AZ",2023-05-26,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
"161",0.586285952061146,0.155183436334837,"AZ",2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"162",1.94035389267309,0.591243544108651,"AZ",2023-05-28,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1
"163",1.60272244524465,0.606370060909362,"AZ",2023-05-29,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"164",1.53093215077662,0.711104169762667,"AZ",2023-05-30,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
"165",2.29907597770217,0.470196402637565,"AZ",2023-05-31,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0
"166",2.12163881286606,0.904396091531367,"AZ",2023-06-01,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
"167",0.808038397845177,0.589032999653392,"AZ",2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
"168",1.16468925923648,0.486170959712544,"AZ",2023-06-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
"169",2.03883727175286,0.541090330982414,"CA",2023-04-23,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"170",2.2741269881213,0.315201482929091,"CA",2023-04-24,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
"171",6.04106271096163,0.48552835793514,"CA",2023-04-25,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0
"172",4.8774961696034,0.282160564677767,"CA",2023-04-26,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"173",2.50083618053732,0.336552579260188,"CA",2023-04-27,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"174",2.31033408931968,0.356061649084734,"CA",2023-04-28,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
"175",6.06854037817397,0.562451929686203,"CA",2023-04-29,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
"176",2.9198831394792,0.377409949903832,"CA",2023-04-30,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0
"177",5.23993065522182,0.500725847862642,"CA",2023-05-01,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
"178",6.64452430276643,0.558634175630965,"CA",2023-05-02,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0
"179",2.66442040213555,0.383030744978729,"CA",2023-05-03,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"180",1.83425250648328,0.466688778535325,"CA",2023-05-04,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
"181",5.01481244961549,0.412592092899702,"CA",2023-05-05,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
"182",2.33333771901525,0.384340541644498,"CA",2023-05-06,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1
"183",1.24313596865402,0.540425789250247,"CA",2023-05-07,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"184",9.10445824637892,0.733626426202981,"CA",2023-05-08,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0
"185",5.91780805493555,0.392764862890238,"CA",2023-05-09,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"186",3.87336809946636,0.573350640980216,"CA",2023-05-10,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
"187",3.79099915082714,0.576099270786048,"CA",2023-05-11,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"188",1.84505948634573,0.448526921581141,"CA",2023-05-12,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0
"189",1.51724900280922,0.825850053646737,"CA",2023-05-13,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1
"190",5.02243805513519,1.103146787461,"CA",2023-05-14,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0
"191",3.91799989567822,0.69329903254738,"CA",2023-05-15,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
"192",1.4438963811354,0.467180729559704,"CA",2023-05-16,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"193",2.20784666888319,0.645773860549755,"CA",2023-05-17,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0
"194",1.6522010401872,0.645200931554023,"CA",2023-05-18,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"195",2.40360005122665,0.493283185679116,"CA",2023-05-19,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1
"196",1.19910974248611,0.228853531754437,"CA",2023-05-20,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"197",1.01830183432843,0.875956634092818,"CA",2023-05-21,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"198",1.47237733662582,0.57107310770872,"CA",2023-05-22,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
"199",1.800659364318,0.570307051599448,"CA",2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"200",1.43105539191921,0.544418186078962,"CA",2023-05-24,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
"201",3.07730585655463,0.578876959265149,"CA",2023-05-25,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
"202",2.28117365751574,0.663138926052522,"CA",2023-05-26,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
"203",0.943591172881803,0.602964445551897,"CA",2023-05-27,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"204",1.43654646251973,0.826699801318166,"CA",2023-05-28,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"205",1.78953394503812,0.966349479294535,"CA",2023-05-29,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
"206",3.29944686284557,0.602172898767241,"CA",2023-05-30,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1
"207",3.29710160656244,0.66528034761256,"CA",2023-05-31,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1
"208",2.99260416732244,0.654264865345754,"CA",2023-06-01,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
"209",1.74494435267047,0.750466533635062,"CA",2023-06-02,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
