"","es_score","brier_score","location","target_date","X21L_50_CI","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23F_50_CI","X23H_50_CI","X23I_50_CI","X24A_50_CI","other_50_CI","X21L_95_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23F_95_CI","X23H_95_CI","X23I_95_CI","X24A_95_CI","other_95_CI"
"27",NA,NA,"AK",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.122496703771331,0.156027619112483,"AK",2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"34",0.820127785736439,0.576790943826682,"AK",2024-01-05,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"35",NA,NA,"AK",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.0962028532722485,0.112798926919617,"AK",2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"38",0.430779094667244,0.104114846179962,"AK",2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"39",0.250025373705237,0.0961944500880377,"AK",2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"40",0.078071574752996,0.0889931525495248,"AK",2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"41",NA,NA,"AK",2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.723504361016996,1.02679121780569,"AL",2023-12-03,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"44",NA,NA,"AL",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.739056538269755,1.04304211561038,"AL",2023-12-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"48",NA,NA,"AL",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.197715710849377,0.257746959413012,"AL",2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"52",NA,NA,"AL",2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",0.825722555536208,0.796419962087441,"AL",2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"56",NA,NA,"AL",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",0.884632825659729,1.27385201341296,"AL",2023-12-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"59",NA,NA,"AL",2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",0.36054671892598,0.479090619366155,"AL",2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"69",NA,NA,"AL",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.292063497882802,0.467201019430918,"AL",2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74",1.02855339855408,0.963511956796767,"AL",2024-01-03,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"75",0.262885330530009,0.419183775748617,"AL",2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"76",NA,NA,"AL",2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",0.961149990182324,0.674367204683864,"AL",2024-01-07,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"79",NA,NA,"AL",2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",0.505517129157614,0.687493916639224,"AR",2023-12-05,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"88",NA,NA,"AR",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1.58703173982176,1.0887212828702,"AR",2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"90",NA,NA,"AR",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",0.533631638173149,0.734765792698673,"AR",2023-12-10,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"93",NA,NA,"AR",2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",0.825544393452886,0.85491334738256,"AR",2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
"95",0.809126804029089,1.10203536610598,"AR",2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
"96",2.46019630859869,0.808007195271684,"AR",2023-12-14,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0
"97",0.323997670590868,0.524132826814708,"AR",2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"98",NA,NA,"AR",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.99111493351064,1.04332182148496,"AR",2023-12-18,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1
"101",1.49027963820177,0.88223929269056,"AR",2023-12-19,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
"102",NA,NA,"AR",2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2.48174433060696,1.00607824722806,"AR",2023-12-21,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1
"104",1.51658832878964,0.964504530910285,"AR",2023-12-22,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
"105",NA,NA,"AR",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",0.789323534953221,0.750545137559343,"AR",2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
"110",2.29109178634762,0.899901324629339,"AR",2023-12-28,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"111",NA,NA,"AR",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",0.073099397858627,0.130839198169353,"AR",2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"116",0.394985100414662,0.119007805182768,"AR",2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"117",1.1819596906774,0.646779366931673,"AR",2024-01-04,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1
"118",0.0550679911048701,0.0982304384484476,"AR",2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",1.13278241880525,1.59051136088087,"AR",2024-01-10,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
"124",0.107585846316311,0.0552563318341858,"AR",2024-01-11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"125",1.02364666758495,0.836384886681101,"AR",2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
"126",NA,NA,"AR",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2.64229101562602,0.654616669568438,"AZ",2023-12-03,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
"128",2.6091016310489,0.735767818141548,"AZ",2023-12-04,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0
"129",4.05824767090387,0.601476827404911,"AZ",2023-12-05,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
"130",2.67560806351183,0.807852367820898,"AZ",2023-12-06,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1
"131",1.63433453943195,0.596639772354221,"AZ",2023-12-07,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0
"132",0.715438774235295,0.577743967518893,"AZ",2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"133",1.09770874042968,0.342161237438632,"AZ",2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
"134",1.02771540241685,0.9025100576589,"AZ",2023-12-10,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
"135",1.68452495689777,0.790998340681358,"AZ",2023-12-11,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
"136",3.52974958455523,0.943720906268627,"AZ",2023-12-12,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
"137",2.71887701553245,0.834546567910803,"AZ",2023-12-13,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0
"138",2.06820611209328,0.741310317278892,"AZ",2023-12-14,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1
"139",1.05326680640588,0.723989469770328,"AZ",2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
"140",2.15192651579681,0.793902255112626,"AZ",2023-12-16,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1
"141",1.92424001587809,0.509912849688245,"AZ",2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
"142",4.379428177902,0.812816752993712,"AZ",2023-12-18,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"143",4.48366497187554,0.777723827521377,"AZ",2023-12-19,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0
"144",1.082912706639,0.694108618747079,"AZ",2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
"145",1.60250805003921,0.772679753612812,"AZ",2023-12-21,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"146",0.950378407985867,0.763754311584431,"AZ",2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
"147",1.14511653540217,0.674978486188858,"AZ",2023-12-23,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"148",2.39755337084802,0.68195642153533,"AZ",2023-12-24,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
"149",2.33584248702965,0.722704020487613,"AZ",2023-12-25,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0
"150",5.67033730311322,0.652990060891048,"AZ",2023-12-26,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1
"151",2.49355901964541,0.669033682989486,"AZ",2023-12-27,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
"152",1.08876981875585,0.622861716103894,"AZ",2023-12-28,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"153",0.791903701722806,0.691513347779946,"AZ",2023-12-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"154",0.715009661409722,0.355931088865874,"AZ",2023-12-30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"155",1.43334446524055,0.407885582635839,"AZ",2023-12-31,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1
"156",3.71832058414909,0.62099927466806,"AZ",2024-01-01,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0
"157",3.40000457552357,0.60881841026679,"AZ",2024-01-02,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"158",0.885246052524374,0.627109357891492,"AZ",2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"159",0.90732010834754,0.49718123847457,"AZ",2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160",0.400046494760225,0.470195693953336,"AZ",2024-01-05,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1
"161",1.45749547324315,0.306030510242685,"AZ",2024-01-06,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
"162",1.72807751078503,0.191049760352674,"AZ",2024-01-07,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1
"163",2.21264032845666,0.363030818650518,"AZ",2024-01-08,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1
"164",2.41770371518058,0.390707489173901,"AZ",2024-01-09,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1
"165",0.331773166634124,0.147736222698924,"AZ",2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"166",1.4933670779756,0.624966968709087,"AZ",2024-01-11,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1
"167",0.812791192005675,0.430701483237204,"AZ",2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"168",1.04723555805375,0.342131154015692,"AZ",2024-01-13,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
"169",1.28889601445363,0.567386349187491,"CA",2023-12-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"170",4.11334695089502,0.754046972549304,"CA",2023-12-04,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
"171",2.34453857392165,0.674758708200551,"CA",2023-12-05,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"172",3.04726240955427,0.81872904200213,"CA",2023-12-06,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
"173",2.65425987032878,1.07224802967725,"CA",2023-12-07,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0
"174",1.05801425739252,0.767807709895394,"CA",2023-12-08,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0
"175",1.16671215551049,0.785519164214283,"CA",2023-12-09,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
"176",1.95827542890623,0.78053134571752,"CA",2023-12-10,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1
"177",2.68695855500534,0.685064746189757,"CA",2023-12-11,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1
"178",2.99078068638492,0.696234730085536,"CA",2023-12-12,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0
"179",5.05654070544061,0.699160353147522,"CA",2023-12-13,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0
"180",3.10822919667918,0.747490248012381,"CA",2023-12-14,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
"181",2.06616548929727,0.76510229148713,"CA",2023-12-15,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
