"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","recombinant_50_CI","X24D_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","recombinant_95_CI","X24D_95_CI","other_95_CI"
"42",NA,NA,"AK",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2.08400659515613,1.13626981506042,"AL",2024-05-06,0,1,1,1,0,0,0,1,1,0
"73",NA,NA,"AL",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",0.0285089614447823,0.0390250820229781,"AR",2024-05-08,1,1,1,1,1,1,1,1,1,1
"117",NA,NA,"AR",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.951100136587589,0.457106295712332,"AZ",2024-04-07,1,1,1,1,0,1,1,1,1,1
"128",0.920761136157455,0.36733078563111,"AZ",2024-04-08,1,1,1,1,0,0,1,1,1,0
"129",0.00852261659301677,0.0073846795081423,"AZ",2024-04-09,1,1,1,1,1,1,1,1,1,1
"130",NA,NA,"AZ",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,NA,"AZ",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",0.034523803537603,0.00710885400353533,"AZ",2024-04-12,1,1,1,1,1,1,1,1,1,1
"133",0.060998077563387,0.00700338711535268,"AZ",2024-04-13,1,1,1,1,1,1,1,1,1,1
"134",NA,NA,"AZ",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1.6645622721938,0.523179296438494,"AZ",2024-04-15,0,0,1,1,1,0,0,1,1,1
"136",0.659165420569534,0.308151838890271,"AZ",2024-04-16,1,1,1,1,1,0,0,1,1,1
"137",1.01498923165905,0.335861090804733,"AZ",2024-04-17,1,1,1,1,0,0,0,0,1,0
"138",0.00956634862556477,0.0063963659566967,"AZ",2024-04-18,1,1,1,1,1,1,1,1,1,1
"139",0.0130502213022444,0.00626328006409185,"AZ",2024-04-19,1,1,1,1,1,1,1,1,1,1
"140",NA,NA,"AZ",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1.01613598951721,0.61236907505772,"AZ",2024-04-21,1,1,1,1,0,0,1,1,1,0
"142",1.12971004050496,0.462089639950609,"AZ",2024-04-22,1,1,0,1,1,0,0,0,1,0
"143",0.145775521996765,0.00571542543441524,"AZ",2024-04-23,1,1,1,1,1,1,1,1,1,1
"144",NA,NA,"AZ",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",0.0533756747771121,0.00544282583401537,"AZ",2024-04-25,1,1,1,1,1,0,1,0,1,1
"146",NA,NA,"AZ",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",1.05338319022849,0.920398603916632,"AZ",2024-04-27,0,1,1,1,0,0,1,1,1,0
"148",0.103199021618818,0.00505280832056256,"AZ",2024-04-28,1,1,1,1,1,0,1,1,1,0
"149",1.45486358879369,0.738678700345808,"AZ",2024-04-29,0,0,1,1,0,0,0,1,1,0
"150",1.96083761719936,0.739164142683768,"AZ",2024-04-30,0,1,1,1,0,0,1,1,1,0
"151",0.0575733422333127,0.00470326668199326,"AZ",2024-05-01,1,1,1,1,1,1,1,1,1,1
"152",0.0667340368773962,0.00459908507960033,"AZ",2024-05-02,1,1,1,1,1,0,0,1,1,1
"153",0.128519195402352,0.00450222837716762,"AZ",2024-05-03,1,1,1,1,1,1,1,1,1,1
"154",NA,NA,"AZ",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,"AZ",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",0.303227880794129,0.00426254407367199,"AZ",2024-05-06,1,1,1,1,1,0,1,1,1,0
"157",0.233465259137444,0.00420198642553502,"AZ",2024-05-07,1,1,1,1,1,0,0,1,1,1
"158",0.595903541451178,0.20942013398496,"AZ",2024-05-08,1,1,1,1,1,0,0,1,1,1
"159",0.710828496537472,0.620102821087462,"AZ",2024-05-09,1,0,1,1,1,0,0,1,1,1
"160",3.18303068846506,1.23634820489407,"AZ",2024-05-10,0,0,1,1,0,0,0,1,1,0
"161",1.74782696738156,1.85286898504232,"AZ",2024-05-11,0,0,1,1,0,0,0,1,1,0
"162",0.0323719140704078,0.00408068577915158,"AZ",2024-05-12,1,1,1,1,1,1,1,1,1,1
"163",2.4995349601381,1.11730758231404,"AZ",2024-05-13,0,1,1,0,0,0,0,1,0,0
"164",0.905797539176902,0.620682436062003,"AZ",2024-05-14,1,1,1,1,0,0,1,1,1,0
"165",0.881296085228938,0.62063309984837,"AZ",2024-05-15,1,1,1,1,0,0,1,1,1,0
"166",1.12009098345929,1.85302643290975,"AZ",2024-05-16,0,1,1,1,0,0,1,1,1,0
"167",1.00924547598663,1.84667329680572,"AZ",2024-05-17,0,0,1,1,1,0,0,1,1,1
"168",0.049338644283146,0.0044913619232227,"AZ",2024-05-18,1,1,1,1,1,1,1,1,1,1
"169",1.49887700351282,0.338038226430652,"CA",2024-04-07,1,1,1,1,0,0,0,0,1,0
"170",1.16657263638176,0.36058872853584,"CA",2024-04-08,1,1,1,0,1,0,0,1,0,1
"171",0.979491151301321,0.432293119617066,"CA",2024-04-09,1,1,1,1,0,1,1,1,1,1
"172",2.75905565514542,0.72081872189471,"CA",2024-04-10,0,0,1,1,0,0,0,1,1,0
"173",2.06471667222206,0.509765018280664,"CA",2024-04-11,0,0,1,1,0,0,0,1,1,1
"174",1.66297629904369,0.552001919253321,"CA",2024-04-12,0,0,1,1,0,0,0,1,1,0
"175",0.816087904071358,0.281498715867331,"CA",2024-04-13,1,1,1,1,0,0,1,0,1,0
"176",0.440872912157026,0.287783928236677,"CA",2024-04-14,1,1,1,1,1,0,0,1,1,1
"177",1.80732307780574,0.445519537072778,"CA",2024-04-15,1,0,1,0,1,0,0,1,0,1
"178",1.34454954401281,0.296993644428312,"CA",2024-04-16,1,1,0,1,1,0,0,0,1,1
"179",3.83928245431664,0.443194380838109,"CA",2024-04-17,0,0,0,0,1,0,0,0,0,1
"180",2.14057282065682,0.44341933789419,"CA",2024-04-18,0,0,1,1,1,0,0,0,1,1
"181",1.15990843628124,0.342669925258705,"CA",2024-04-19,1,1,0,1,1,0,1,0,1,1
"182",0.033451284286993,0.0563289496766344,"CA",2024-04-20,1,1,1,1,1,1,1,1,1,1
"183",2.06904090253438,0.535091723612638,"CA",2024-04-21,0,0,1,1,0,0,0,1,1,0
"184",5.41524535010532,0.774889218833774,"CA",2024-04-22,0,0,0,0,1,0,0,0,0,0
"185",1.75352754494493,0.551074204344125,"CA",2024-04-23,0,1,1,0,0,0,0,0,0,1
"186",6.54567230732431,0.793207252643149,"CA",2024-04-24,0,0,0,1,1,0,0,0,1,0
"187",4.45703148738025,0.591530580536404,"CA",2024-04-25,0,1,1,0,0,0,0,1,0,0
"188",1.69325256147903,0.509742657238916,"CA",2024-04-26,1,0,1,1,1,0,0,1,1,1
"189",7.93744053672708,0.948899607832011,"CA",2024-04-27,0,0,1,0,0,0,0,1,0,0
"190",6.49571939073181,1.13821987328348,"CA",2024-04-28,0,1,1,0,0,0,0,0,0,0
"191",0.726759819208912,0.407361060644352,"CA",2024-04-29,1,1,1,1,1,0,0,0,1,1
"192",4.24609741226882,0.663452617075564,"CA",2024-04-30,0,0,1,0,0,0,0,1,0,0
"193",2.42564724765443,0.697418288958665,"CA",2024-05-01,0,1,1,0,1,0,1,0,0,1
"194",3.22757363666295,0.58296055414265,"CA",2024-05-02,0,0,1,0,0,0,0,0,0,0
"195",2.11811432596111,0.439525602084062,"CA",2024-05-03,1,1,1,0,1,1,1,0,0,0
"196",0.868392518100685,0.345271852524845,"CA",2024-05-04,1,1,1,1,0,1,0,1,1,0
"197",0.569533157797028,0.253694983514359,"CA",2024-05-05,1,1,1,1,1,0,0,1,1,1
"198",2.42871253900294,0.481205975717402,"CA",2024-05-06,1,1,1,0,1,0,0,0,0,0
"199",16.6635083369045,1.11924994241451,"CA",2024-05-07,0,0,1,1,0,0,0,0,1,0
"200",2.61410143272633,0.541954206514595,"CA",2024-05-08,1,1,1,0,0,1,0,0,0,0
"201",8.06833336406795,0.666987024473308,"CA",2024-05-09,0,0,1,1,0,0,0,1,1,0
"202",6.00632322420557,0.75929653587759,"CA",2024-05-10,0,0,1,1,0,0,0,0,1,0
"203",7.77853126280733,0.918096334991579,"CA",2024-05-11,0,0,1,0,0,0,0,0,0,0
"204",10.7826360387697,0.977054487459962,"CA",2024-05-12,0,0,1,1,0,0,0,0,1,0
"205",5.79770780044052,0.875089962746029,"CA",2024-05-13,0,1,1,1,0,0,0,0,1,0
"206",12.1174368534813,0.846013365578385,"CA",2024-05-14,0,1,1,0,0,0,0,0,0,0
"207",10.2829151931533,0.777270010898649,"CA",2024-05-15,0,0,1,1,0,1,0,0,1,0
"208",6.27961273267315,0.617795681157118,"CA",2024-05-16,0,0,1,1,0,0,0,0,1,0
"209",3.30080097050937,0.547626255298323,"CA",2024-05-17,1,0,1,1,0,0,0,0,1,0
"210",1.12587412189861,0.335076697286981,"CA",2024-05-18,1,1,1,1,0,0,0,1,1,0
"211",NA,NA,"CO",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,NA,"CO",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,"CO",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,"CO",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.953007810153255,0.864978735621011,"CO",2024-04-15,0,0,1,1,1,0,0,1,1,1
"220",NA,NA,"CO",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",1.05549758743402,0.901720949746483,"CO",2024-04-17,0,1,1,1,0,0,1,1,1,0
"222",NA,NA,"CO",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,"CO",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.0207109737316326,0.0165946616610069,"CO",2024-04-22,1,1,1,1,1,0,0,1,1,1
"227",0.0247992671453316,0.0174213888548278,"CO",2024-04-23,1,1,1,1,1,1,1,1,1,1
"228",NA,NA,"CO",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,"CO",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"CO",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.0268993035718033,0.0239165596432636,"CO",2024-04-29,1,1,1,1,1,1,1,1,1,1
"234",NA,NA,"CO",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,"CO",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,"CO",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,"CO",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"CO",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",1.01036410477995,1.52041108552963,"CO",2024-05-06,0,0,1,1,1,0,0,1,1,1
"241",NA,NA,"CO",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",0.0393527550517372,0.0467667728060424,"CO",2024-05-10,1,1,1,1,1,1,1,1,1,1
"245",NA,NA,"CO",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.0444506696705234,0.0566352070915172,"CO",2024-05-13,1,1,1,1,1,1,1,1,1,1
"248",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0.0468107234026172,0.0642571661722265,"CO",2024-05-15,1,1,1,1,1,1,1,1,1,1
"250",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"CT",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"CT",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"CT",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",0.00447387874058539,0.0178046235571184,"CT",2024-04-10,1,1,1,1,1,0,1,1,1,0
"257",0.00463528293413713,0.0184659653768912,"CT",2024-04-11,1,1,1,1,1,1,1,1,1,1
"258",0.00336069468095207,0.0191245427897176,"CT",2024-04-12,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"CT",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"CT",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,"CT",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,"CT",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",0.00556743351585545,0.0228848689185978,"CT",2024-04-18,1,1,1,1,1,1,1,1,1,1
"265",0.00557251054271117,0.023457886507943,"CT",2024-04-19,1,1,1,1,1,1,1,1,1,1
"266",NA,NA,"CT",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,"CT",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",0.994058376997821,0.550380775539108,"CT",2024-04-22,0,0,1,1,1,0,0,1,1,1
"269",1.24427034699562,1.59756957830909,"CT",2024-04-23,0,0,1,1,1,0,0,1,1,1
"270",NA,NA,"CT",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1.3011432706765,1.7540819422977,"CT",2024-04-25,0,1,1,0,1,0,1,1,0,1
"272",NA,NA,"CT",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,"CT",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
