"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","recombinant_50_CI","X24D_50_CI","X24G_50_CI","X24E_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","X24D_95_CI","X24G_95_CI","X24E_95_CI","other_95_CI"
"24",NA,NA,"AK",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,"AK",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",0.274915366548843,0.292060582263474,"AK",2024-06-13,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"27",NA,NA,"AK",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.788676314202215,1.23559070092175,"AK",2024-06-20,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
"34",NA,NA,"AK",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.205393419712017,0.319661079368049,"AR",2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"108",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.20292522108234,0.296713086694456,"AZ",2024-05-19,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"128",0.654648056296848,0.858453980414549,"AZ",2024-05-20,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"129",0.570230027264877,0.310838197509861,"AZ",2024-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"130",0.3995201647591,0.578001537953899,"AZ",2024-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"131",NA,NA,"AZ",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",0.23156745806102,0.331015203624129,"AZ",2024-05-24,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"133",NA,NA,"AZ",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",0.895547909685519,0.719366031698522,"AZ",2024-05-26,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"135",1.73141172540618,0.835691924355046,"AZ",2024-05-27,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1
"136",1.23462812358441,0.572202136167778,"AZ",2024-05-28,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"137",1.03086217167659,0.882314640354693,"AZ",2024-05-29,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1
"138",0.678058452624347,1.03264571037907,"AZ",2024-05-30,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"139",NA,NA,"AZ",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",0.568140407268425,0.700592400945394,"AZ",2024-06-01,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"141",1.91420453558774,0.757892639620086,"AZ",2024-06-02,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"142",1.93435488364023,0.812121334657639,"AZ",2024-06-03,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"143",1.07896576548976,0.716555429560947,"AZ",2024-06-04,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0
"144",1.47078412448324,0.758066884814377,"AZ",2024-06-05,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"145",1.30154632141374,0.589773684677285,"AZ",2024-06-06,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"146",1.15149977777516,0.735870285540663,"AZ",2024-06-07,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"147",1.47415236368083,0.615770555653923,"AZ",2024-06-08,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1
"148",1.76206385670731,0.946000037542395,"AZ",2024-06-09,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1
"149",2.44024540709147,0.6507802622215,"AZ",2024-06-10,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
"150",3.0531489459597,0.766142719869775,"AZ",2024-06-11,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
"151",2.6411529114065,0.710761480022739,"AZ",2024-06-12,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1
"152",1.83162256120577,0.716184079425006,"AZ",2024-06-13,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1
"153",1.90437359380404,0.661373789381839,"AZ",2024-06-14,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
"154",0.387721044677125,0.444318818956105,"AZ",2024-06-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"155",1.41774831497789,0.685892517406546,"AZ",2024-06-16,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"156",4.51493558062523,0.747076934361587,"AZ",2024-06-17,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1
"157",3.66610384866977,0.770034492126772,"AZ",2024-06-18,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1
"158",1.38921043673042,0.648229872383575,"AZ",2024-06-19,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"159",1.41574469866224,0.729784207020786,"AZ",2024-06-20,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"160",0.900469300558649,0.634268910163889,"AZ",2024-06-21,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"161",0.440813994857228,0.590960157998674,"AZ",2024-06-22,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"162",1.53296075030522,0.72693897612142,"AZ",2024-06-23,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
"163",1.02906579251649,0.734833864142389,"AZ",2024-06-24,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1
"164",3.00879380230281,0.728994355279297,"AZ",2024-06-25,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
"165",2.35658577210289,0.81528028172261,"AZ",2024-06-26,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1
"166",NA,NA,"AZ",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",0.458839738323441,0.605244286581347,"AZ",2024-06-28,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"168",1.02206633608172,0.509718311529947,"AZ",2024-06-29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"169",4.66766899067099,0.788941478612704,"CA",2024-05-19,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
"170",5.10874969742207,0.552836395307713,"CA",2024-05-20,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"171",4.23327568795482,0.613647700647132,"CA",2024-05-21,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
"172",4.01002760309388,0.628891163751786,"CA",2024-05-22,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
"173",3.63398106097944,0.642152958307818,"CA",2024-05-23,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"174",2.9165590353319,0.728731989621682,"CA",2024-05-24,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
"175",2.63774185756443,0.668686607239792,"CA",2024-05-25,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1
"176",6.97333195611153,0.820036440105089,"CA",2024-05-26,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1
"177",2.45177170426081,0.698221528467256,"CA",2024-05-27,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0
"178",3.5892416068083,0.702278189669567,"CA",2024-05-28,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
"179",3.02752835619037,0.69756736233335,"CA",2024-05-29,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
"180",9.40266650598484,0.816682163138774,"CA",2024-05-30,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"181",7.66316182193825,0.73640403843472,"CA",2024-05-31,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
"182",5.6514589457507,0.796848397747721,"CA",2024-06-01,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1
"183",8.38151931248706,0.814760629064083,"CA",2024-06-02,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0
"184",5.72742385517722,0.772483648429547,"CA",2024-06-03,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
"185",8.77736758241495,0.795707268422504,"CA",2024-06-04,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
"186",9.58867209141765,0.758793498524,"CA",2024-06-05,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
"187",7.35380030514075,0.724208725886,"CA",2024-06-06,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
"188",10.1003305766347,0.709034135945508,"CA",2024-06-07,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"189",3.52960927687791,0.798711522038218,"CA",2024-06-08,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1
"190",5.34453007383219,0.778268110567912,"CA",2024-06-09,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1
"191",7.49878904288239,0.735372657507811,"CA",2024-06-10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"192",11.0488165684853,0.792271129725416,"CA",2024-06-11,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1
"193",6.89849873654602,0.776195162931788,"CA",2024-06-12,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
"194",8.01822139704933,0.759555755470329,"CA",2024-06-13,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
"195",5.53582918756113,0.84180000320351,"CA",2024-06-14,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1
"196",3.75082642345943,0.813295285547019,"CA",2024-06-15,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"197",4.94823921314955,0.725191608616923,"CA",2024-06-16,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1
"198",6.33840170451846,0.798321846233411,"CA",2024-06-17,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"199",11.1206995585796,0.755319581912123,"CA",2024-06-18,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
"200",10.9133350747655,0.793085119502505,"CA",2024-06-19,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1
"201",8.10408305403124,0.758244838978561,"CA",2024-06-20,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
"202",8.96307588825694,0.737019168152164,"CA",2024-06-21,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1
"203",5.63223530774581,0.779782099290471,"CA",2024-06-22,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1
"204",6.36624196759992,0.783882307586657,"CA",2024-06-23,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0
"205",10.0396003536865,0.853160591851221,"CA",2024-06-24,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
"206",13.2860511385548,0.815767641591408,"CA",2024-06-25,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
"207",34.0226492736364,0.780998269466746,"CA",2024-06-26,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
